#t, S, I, R
14.207660 649.173136 307.939789 42.887075 
14.221889 648.033576 308.903809 43.062616 
14.236141 646.890728 309.870300 43.238972 
14.250413 645.744586 310.839265 43.416149 
14.264708 644.595144 311.810704 43.594152 
14.279024 643.442396 312.784620 43.772984 
14.293362 642.286335 313.761013 43.952653 
14.307723 641.126955 314.739884 44.133161 
14.322105 639.964250 315.721236 44.314514 
14.336510 638.798214 316.705069 44.496717 
14.350938 637.628840 317.691384 44.679776 
14.365388 636.456123 318.680182 44.863694 
14.379861 635.280056 319.671466 45.048478 
14.394357 634.100634 320.665235 45.234132 
14.408876 632.917849 321.661490 45.420661 
14.423419 631.731696 322.660232 45.608072 
14.437984 630.542169 323.661463 45.796368 
14.452574 629.349262 324.665183 45.985555 
14.467187 628.152969 325.671392 46.175640 
14.481824 626.953283 326.680091 46.366626 
14.496485 625.750199 327.691281 46.558520 
14.511170 624.543711 328.704963 46.751326 
14.525879 623.333812 329.721136 46.945051 
14.540613 622.120498 330.739801 47.139701 
14.555372 620.903761 331.760959 47.335280 
14.570155 619.683597 332.784609 47.531794 
14.584964 618.459998 333.810753 47.729249 
14.599797 617.232960 334.839389 47.927651 
14.614656 616.002476 335.870518 48.127006 
14.629541 614.768541 336.904139 48.327320 
14.644451 613.531148 337.940254 48.528597 
14.659386 612.290293 338.978862 48.730846 
14.674348 611.045968 340.019961 48.934070 
14.689336 609.798170 341.063553 49.138277 
14.704351 608.546891 342.109637 49.343473 
14.719392 607.292126 343.158211 49.549663 
14.734459 606.033869 344.209277 49.756855 
14.749554 604.772115 345.262832 49.965053 
14.764675 603.506858 346.318877 50.174265 
14.779824 602.238093 347.377410 50.384497 
14.795000 600.965814 348.438430 50.595756 
14.810204 599.690015 349.501938 50.808047 
14.825435 598.410691 350.567931 51.021378 
14.840695 597.127836 351.636409 51.235755 
14.855983 595.841445 352.707370 51.451185 
14.871299 594.551513 353.780813 51.667674 
14.886644 593.258033 354.856737 51.885230 
14.902018 591.961001 355.935140 52.103858 
14.917420 590.660412 357.016021 52.323567 
14.932852 589.356259 358.099378 52.544363 
14.948313 588.048538 359.185210 52.766252 
14.963804 586.737243 360.273514 52.989243 
14.979325 585.422369 361.364288 53.213343 
14.994875 584.103911 362.457532 53.438557 
15.010456 582.781863 363.553241 53.664895 
15.026067 581.456221 364.651416 53.892363 
15.041709 580.126979 365.752052 54.120969 
15.057382 578.794132 366.855148 54.350720 
15.073086 577.457676 367.960701 54.581623 
15.088822 576.117604 369.068709 54.813687 
15.104589 574.773912 370.179169 55.046920 
15.120387 573.426595 371.292077 55.281328 
15.136218 572.075648 372.407432 55.516920 
15.152081 570.721066 373.525231 55.753704 
15.167976 569.362844 374.645469 55.991687 
15.183905 568.000977 375.768144 56.230878 
15.199866 566.635461 376.893253 56.471286 
15.215860 565.266290 378.020792 56.712917 
15.231888 563.893461 379.150758 56.955782 
15.247950 562.516967 380.283146 57.199887 
15.264045 561.136804 381.417954 57.445242 
15.280175 559.752969 382.555177 57.691855 
15.296339 558.365455 383.694811 57.939734 
15.312538 556.974259 384.836852 58.188889 
15.328772 555.579376 385.981296 58.439329 
15.345041 554.180801 387.128138 58.691062 
15.361346 552.778529 388.277374 58.944097 
15.377686 551.372557 389.429000 59.198443 
15.394063 549.962880 390.583010 59.454110 
15.410476 548.549494 391.739400 59.711106 
15.426925 547.132394 392.898164 59.969442 
15.443412 545.711575 394.059298 60.229127 
15.459936 544.287034 395.222796 60.490170 
15.476497 542.858766 396.388653 60.752581 
15.493096 541.426768 397.556863 61.016369 
15.509733 539.991034 398.727421 61.281545 
15.526408 538.551561 399.900321 61.548118 
15.543122 537.108345 401.075556 61.816100 
15.559875 535.661381 402.253121 62.085498 
15.576667 534.210666 403.433009 62.356325 
15.593499 532.756195 404.615214 62.628591 
15.610371 531.297965 405.799730 62.902305 
15.627283 529.835971 406.986550 63.177479 
15.644236 528.370211 408.175666 63.454123 
15.661229 526.900679 409.367072 63.732249 
15.678264 525.427373 410.560761 64.011866 
15.695340 523.950288 411.756726 64.292987 
15.712458 522.469420 412.954958 64.575622 
15.729618 520.984767 414.155450 64.859783 
15.746821 519.496324 415.358195 65.145481 
15.764067 518.004088 416.563184 65.432727 
15.781356 516.508056 417.770410 65.721534 
15.798689 515.008223 418.979864 66.011914 
15.816066 513.504586 420.191537 66.303877 
15.833487 511.997142 421.405421 66.597437 
15.850952 510.485888 422.621507 66.892606 
15.868463 508.970819 423.839785 67.189395 
15.886020 507.451934 425.060248 67.487818 
15.903622 505.929228 426.282885 67.787887 
15.921271 504.402698 427.507687 68.089615 
15.938966 502.872341 428.734644 68.393015 
15.956708 501.338155 429.963746 68.698100 
15.974498 499.800135 431.194982 69.004883 
15.992336 498.258279 432.428344 69.313377 
16.010222 496.712584 433.663820 69.623597 
16.028157 495.163046 434.901398 69.935555 
16.046141 493.609664 436.141070 70.249267 
16.064174 492.052433 437.382822 70.564745 
16.082258 490.491351 438.626645 70.882004 
16.100392 488.926416 439.872525 71.201059 
16.118576 487.357624 441.120453 71.521923 
16.136813 485.784973 442.370414 71.844613 
16.155101 484.208460 443.622399 72.169142 
16.173441 482.628082 444.876393 72.495525 
16.191834 481.043837 446.132384 72.823779 
16.210281 479.455722 447.390359 73.153919 
16.228781 477.863735 448.650306 73.485959 
16.247335 476.267873 449.912210 73.819917 
16.265944 474.668134 451.176059 74.155807 
16.284608 473.064514 452.441838 74.493647 
16.303328 471.457013 453.709534 74.833453 
16.322104 469.845627 454.979131 75.175242 
16.340937 468.230355 456.250616 75.519030 
16.359828 466.611193 457.523973 75.864834 
16.378776 464.988140 458.799187 76.212673 
16.397782 463.361193 460.076244 76.562563 
16.416848 461.730351 461.355127 76.914522 
16.435973 460.095611 462.635821 77.268568 
16.455158 458.456970 463.918309 77.624720 
16.474404 456.814428 465.202575 77.982997 
16.493711 455.167982 466.488603 78.343416 
16.513080 453.517629 467.776374 78.705997 
16.532511 451.863369 469.065873 79.070759 
16.552006 450.205198 470.357080 79.437722 
16.571564 448.543115 471.649980 79.806905 
16.591187 446.877119 472.944552 80.178329 
16.610874 445.207206 474.240780 80.552014 
16.630627 443.533377 475.538643 80.927980 
16.650446 441.855627 476.838123 81.306249 
16.670333 440.173957 478.139201 81.686842 
16.690287 438.488363 479.441857 82.069780 
16.710309 436.798844 480.746070 82.455085 
16.730400 435.105400 482.051821 82.842780 
16.750562 433.408026 483.359088 83.232886 
16.770793 431.706723 484.667850 83.625427 
16.791096 430.001488 485.978086 84.020425 
16.811471 428.292320 487.289775 84.417905 
16.831918 426.579217 488.602894 84.817890 
16.852439 424.862176 489.917420 85.220403 
16.873034 423.141198 491.233331 85.625471 
16.893704 421.416279 492.550604 86.033117 
16.914450 419.687419 493.869214 86.443367 
16.935273 417.954615 495.189138 86.856247 
16.956173 416.217867 496.510352 87.271782 
16.977152 414.477171 497.832830 87.689999 
16.998210 412.732527 499.156547 88.110926 
17.019348 410.983933 500.481479 88.534588 
17.040567 409.231387 501.807598 88.961015 
17.061867 407.474888 503.134878 89.390234 
17.083251 405.714433 504.463293 89.822274 
17.104718 403.950021 505.792815 90.257165 
17.126271 402.181650 507.123416 90.694934 
17.147908 400.409318 508.455068 91.135614 
17.169633 398.633024 509.787743 91.579233 
17.191445 396.852765 511.121411 92.025824 
17.213346 395.068540 512.456042 92.475418 
17.235336 393.280346 513.791607 92.928047 
17.257418 391.488181 515.128076 93.383743 
17.279591 389.692044 516.465415 93.842541 
17.301857 387.891932 517.803596 94.304473 
17.324217 386.087842 519.142584 94.769574 
17.346673 384.279774 520.482348 95.237879 
17.369225 382.467723 521.822854 95.709423 
17.391874 380.651688 523.164068 96.184244 
17.414622 378.831666 524.505957 96.662377 
17.437470 377.007654 525.848486 97.143860 
17.460420 375.179650 527.191618 97.628732 
17.483472 373.347650 528.535318 98.117032 
17.506627 371.511652 529.879550 98.608798 
17.529888 369.671652 531.224276 99.104072 
17.553255 367.827648 532.569458 99.602894 
17.576731 365.979635 533.915058 100.105307 
17.600315 364.127610 535.261037 100.611353 
17.624010 362.293256 536.591625 101.115119 
17.647539 360.476590 537.906855 101.616555 
17.670901 358.677200 539.207076 102.115724 
17.694101 356.894690 540.492618 102.612692 
17.717142 355.128682 541.763800 103.107518 
17.740030 353.378811 543.020928 103.600261 
17.762768 351.644729 544.264295 104.090976 
17.785360 349.926103 545.494182 104.579715 
17.807809 348.222611 546.710859 105.066530 
17.830120 346.533943 547.914588 105.551469 
17.852295 344.859804 549.105617 106.034579 
17.874338 343.199906 550.284189 106.515904 
17.896253 341.553975 551.450537 106.995488 
17.918041 339.921745 552.604884 107.473371 
17.939705 338.302959 553.747447 107.949595 
17.961250 336.697370 554.878435 108.424195 
17.982677 335.104740 555.998050 108.897211 
18.003988 333.524837 557.106487 109.368676 
18.025187 331.957438 558.203936 109.838626 
18.046276 330.402328 559.290579 110.307093 
18.067257 328.859298 560.366594 110.774108 
18.088133 327.328144 561.432152 111.239703 
18.108904 325.808672 562.487420 111.703908 
18.129575 324.300692 563.532558 112.166750 
18.150146 322.804018 564.567724 112.628258 
18.170620 321.318472 565.593069 113.088459 
18.190999 319.843881 566.608742 113.547378 
18.211283 318.380075 567.614884 114.005040 
18.231476 316.926893 568.611637 114.461470 
18.251579 315.484173 569.599135 114.916692 
18.271594 314.051762 570.577510 115.370728 
18.291522 312.629510 571.546891 115.823600 
18.311365 311.217269 572.507402 116.275330 
18.331124 309.814897 573.459165 116.725938 
18.350801 308.422256 574.402298 117.175446 
18.370397 307.039210 575.336918 117.623872 
18.389914 305.665629 576.263136 118.071235 
18.409353 304.301382 577.181062 118.517555 
18.428716 302.946346 578.090804 118.962849 
18.448003 301.600399 578.992466 119.407135 
18.467217 300.263421 579.886150 119.850430 
18.486358 298.935296 580.771955 120.292749 
18.505427 297.615910 581.649979 120.734111 
18.524426 296.305154 582.520316 121.174530 
18.543356 295.002919 583.383060 121.614021 
18.562217 293.709099 584.238302 122.052600 
18.581012 292.423590 585.086129 122.490281 
18.599741 291.146293 585.926630 122.927078 
18.618404 289.877108 586.759888 123.363004 
18.637004 288.615938 587.585987 123.798075 
18.655541 287.362690 588.405008 124.232302 
18.674016 286.117271 589.217031 124.665698 
18.692430 284.879590 590.022134 125.098276 
18.710784 283.649559 590.820392 125.530049 
18.729079 282.427091 591.611882 125.961027 
18.747315 281.212102 592.396676 126.391223 
18.765494 280.004507 593.174846 126.820647 
18.783617 278.804226 593.946462 127.249312 
18.801683 277.611178 594.711593 127.677228 
18.819695 276.425286 595.470308 128.104406 
18.837652 275.246473 596.222672 128.530855 
18.855556 274.074662 596.968751 128.956586 
18.873407 272.909782 597.708609 129.381609 
18.891206 271.751758 598.442308 129.805934 
18.908954 270.600520 599.169910 130.229570 
18.926652 269.455998 599.891476 130.652526 
18.944299 268.318123 600.607065 131.074812 
18.961898 267.186830 601.316734 131.496436 
18.979448 266.062050 602.020543 131.917407 
18.996950 264.943720 602.718546 132.337734 
19.014405 263.831776 603.410799 132.757425 
19.031813 262.726156 604.097357 133.176487 
19.049175 261.626797 604.778273 133.594930 
19.066492 260.533640 605.453599 134.012761 
19.083764 259.446625 606.123388 134.429987 
19.100992 258.365693 606.787690 134.846617 
19.118176 257.290788 607.446555 135.262657 
19.135317 256.221853 608.100032 135.678115 
19.152416 255.158832 608.748170 136.092998 
19.169472 254.101672 609.391016 136.507313 
19.186487 253.050317 610.028617 136.921066 
19.203461 252.004716 610.661019 137.334265 
19.220395 250.964816 611.288268 137.746916 
19.237289 249.930566 611.910408 138.159026 
19.254143 248.901916 612.527484 138.570600 
19.270958 247.878816 613.139538 138.981645 
19.287734 246.861218 613.746614 139.392168 
19.304473 245.849073 614.348753 139.802173 
19.321174 244.842334 614.945998 140.211668 
19.337838 243.840955 615.538387 140.620658 
19.354465 242.844889 616.125963 141.029148 
19.371055 241.854091 616.708765 141.437144 
19.387610 240.868517 617.286831 141.844651 
19.404130 239.888123 617.860201 142.251676 
19.420614 238.912866 618.428912 142.658223 
19.437064 237.942702 618.993001 143.064297 
19.453480 236.977589 619.552506 143.469904 
19.469861 236.017488 620.107464 143.875049 
19.486210 235.062355 620.657909 144.279736 
19.502525 234.112152 621.203878 144.683970 
19.518807 233.166838 621.745405 145.087757 
19.535058 232.226374 622.282525 145.491101 
19.551276 231.290722 622.815272 145.894006 
19.567462 230.359844 623.343679 146.296477 
19.583618 229.433701 623.867780 146.698519 
19.599742 228.512256 624.387608 147.100136 
19.615836 227.595474 624.903194 147.501332 
19.631899 226.683317 625.414571 147.902112 
19.647933 225.775751 625.921770 148.302479 
19.663937 224.872740 626.424822 148.702439 
19.679912 223.974249 626.923757 149.101994 
19.695858 223.080243 627.418607 149.501149 
19.711775 222.190690 627.909401 149.899909 
19.727664 221.305556 628.396168 150.298276 
19.743525 220.424807 628.878939 150.696255 
19.759358 219.548411 629.357741 151.093849 
19.775164 218.676335 629.832603 151.491062 
19.790942 217.808549 630.303553 151.887898 
19.806694 216.945020 630.770620 152.284360 
19.822419 216.085718 631.233830 152.680452 
19.838118 215.230611 631.693211 153.076178 
19.853790 214.379670 632.148789 153.471540 
19.869437 213.532865 632.600592 153.866543 
19.885059 212.690165 633.048645 154.261189 
19.900655 211.851543 633.492975 154.655483 
19.916226 211.016968 633.933607 155.049426 
19.931772 210.186412 634.370566 155.443022 
19.947294 209.359847 634.803877 155.836276 
19.962792 208.537246 635.233566 156.229188 
19.978266 207.718580 635.659656 156.621764 
19.993716 206.903823 636.082173 157.014005 
20.009143 206.092947 636.501139 157.405914 
20.024546 205.285925 636.916579 157.797496 
20.039926 204.482732 637.328517 158.188751 
20.055284 203.683341 637.736974 158.579685 
20.070618 202.887726 638.141975 158.970298 
20.085931 202.095863 638.543543 159.360595 
20.101221 201.307725 638.941698 159.750577 
20.116490 200.523288 639.336465 160.140247 
20.131736 199.742527 639.727864 160.529609 
20.146962 198.965418 640.115918 160.918665 
20.162166 198.191936 640.500648 161.307417 
20.177348 197.422057 640.882075 161.695867 
20.192510 196.655759 641.260221 162.084020 
20.207652 195.893017 641.635107 162.471876 
20.222773 195.133809 642.006752 162.859439 
20.237873 194.378111 642.375179 163.246711 
20.252954 193.625901 642.740406 163.633694 
20.268014 192.877156 643.102454 164.020390 
20.283055 192.131854 643.461343 164.406803 
20.298077 191.389973 643.817093 164.792934 
20.313079 190.651491 644.169723 165.178786 
20.328062 189.916387 644.519252 165.564361 
20.343026 189.184640 644.865700 165.949660 
20.357971 188.456228 645.209085 166.334688 
20.372898 187.731130 645.549426 166.719444 
20.387806 187.009325 645.886742 167.103933 
20.402696 186.290794 646.221051 167.488155 
20.417568 185.575515 646.552372 167.872113 
20.432422 184.863469 646.880722 168.255809 
20.447258 184.154636 647.206119 168.639245 
20.462077 183.448996 647.528581 169.022423 
20.476878 182.746529 647.848126 169.405346 
20.491662 182.047216 648.164770 169.788014 
20.506429 181.351038 648.478532 170.170430 
20.521179 180.657975 648.789428 170.552596 
20.535912 179.968010 649.097476 170.934514 
20.550628 179.281123 649.402691 171.316186 
20.565329 178.597296 649.705091 171.697613 
20.580012 177.916510 650.004692 172.078798 
20.594680 177.238748 650.301510 172.459742 
20.609332 176.563991 650.595562 172.840447 
20.623967 175.892222 650.886863 173.220915 
20.638587 175.223423 651.175430 173.601147 
20.653192 174.557576 651.461278 173.981146 
20.667781 173.894664 651.744423 174.360913 
20.682354 173.234671 652.024880 174.740449 
20.696913 172.577578 652.302665 175.119757 
20.711456 171.923369 652.577793 175.498838 
20.725985 171.272027 652.850279 175.877694 
20.740499 170.623536 653.120138 176.256326 
20.754998 169.977880 653.387384 176.634736 
20.769482 169.335041 653.652033 177.012926 
20.783953 168.695004 653.914099 177.390897 
20.798409 168.057753 654.173597 177.768650 
20.812851 167.423272 654.430541 178.146188 
20.827279 166.791544 654.684945 178.523511 
20.841693 166.162556 654.936823 178.900622 
20.856094 165.536290 655.186189 179.277521 
20.870480 164.912732 655.433057 179.654211 
20.884854 164.291866 655.677442 180.030692 
20.899214 163.673678 655.919356 180.406967 
20.913561 163.058152 656.158812 180.783036 
20.927894 162.445273 656.395826 181.158901 
20.942215 161.835028 656.630409 181.534563 
20.956523 161.227400 656.862576 181.910024 
20.970818 160.622376 657.092338 182.285285 
20.985100 160.019942 657.319710 182.660348 
20.999370 159.420082 657.544704 183.035213 
21.013627 158.822784 657.767333 183.409883 
21.027872 158.228032 657.987610 183.784358 
21.042105 157.635813 658.205547 184.158640 
21.056326 157.046114 658.421157 184.532729 
21.070534 156.458920 658.634452 184.906629 
21.084731 155.874218 658.845444 185.280338 
21.098916 155.291994 659.054146 185.653860 
21.113090 154.712235 659.260570 186.027195 
21.127251 154.134928 659.464729 186.400343 
21.141402 153.560060 659.666633 186.773308 
21.155541 152.987617 659.866294 187.146089 
21.169668 152.417586 660.063726 187.518688 
21.183785 151.849956 660.258938 187.891106 
21.197890 151.284712 660.451944 188.263344 
21.211984 150.721843 660.642753 188.635404 
21.226068 150.161335 660.831379 189.007286 
21.240141 149.603177 661.017831 189.378992 
21.254203 149.047355 661.202122 189.750522 
21.268254 148.493858 661.384263 190.121879 
21.282295 147.942674 661.564264 190.493062 
21.296326 147.393789 661.742137 190.864074 
21.310346 146.847193 661.917892 191.234915 
21.324356 146.302873 662.091541 191.605585 
21.338356 145.760818 662.263094 191.976088 
21.352346 145.221015 662.432563 192.346422 
21.366326 144.683454 662.599956 192.716590 
21.380296 144.148122 662.765286 193.086592 
21.394256 143.615008 662.928562 193.456430 
21.408206 143.084100 663.089796 193.826104 
21.422147 142.555388 663.248996 194.195615 
21.436079 142.028860 663.406175 194.564965 
21.450001 141.504505 663.561341 194.934154 
21.463913 140.982311 663.714505 195.303184 
21.477817 140.462269 663.865676 195.672055 
21.491711 139.944366 664.014866 196.040768 
21.505596 139.428592 664.162084 196.409325 
21.519472 138.914936 664.307339 196.777725 
21.533339 138.403388 664.450641 197.145971 
21.547197 137.893936 664.592001 197.514063 
21.561047 137.386571 664.731428 197.882001 
21.574888 136.881282 664.868930 198.249788 
21.588720 136.378058 665.004519 198.617423 
21.602543 135.876890 665.138203 198.984908 
21.616359 135.377766 665.269991 199.352243 
21.630165 134.880677 665.399894 199.719430 
21.643964 134.385612 665.527919 200.086468 
21.657754 133.892562 665.654077 200.453360 
21.671536 133.401517 665.778377 200.820106 
21.685310 132.912466 665.900827 201.186707 
21.699076 132.425400 666.021437 201.553163 
21.712834 131.940309 666.140215 201.919476 
21.726584 131.457183 666.257171 202.285646 
21.740326 130.976013 666.372313 202.651674 
21.754060 130.496789 666.485650 203.017561 
21.767787 130.019501 666.597191 203.383307 
21.781506 129.544141 666.706945 203.748914 
21.795218 129.070698 666.814919 204.114383 
21.808922 128.599164 666.921123 204.479713 
21.822619 128.129528 667.025565 204.844906 
21.836309 127.661783 667.128254 205.209963 
21.849991 127.195918 667.229198 205.574884 
21.863666 126.731925 667.328405 205.939670 
21.877334 126.269795 667.425883 206.304322 
21.890995 125.809518 667.521641 206.668841 
21.904649 125.351086 667.615688 207.033226 
21.918296 124.894490 667.708030 207.397480 
21.931936 124.439721 667.798677 207.761603 
21.945569 123.986770 667.887635 208.125595 
21.959196 123.535629 667.974914 208.489457 
21.972815 123.086289 668.060521 208.853191 
21.986429 122.638741 668.144464 209.216795 
22.000035 122.192977 668.226750 209.580272 
22.013636 121.748989 668.307389 209.943623 
22.027230 121.306768 668.386386 210.306846 
22.040817 120.866305 668.463750 210.669944 
22.054398 120.427593 668.539490 211.032917 
22.067973 119.990623 668.613611 211.395766 
22.081542 119.555387 668.686122 211.758491 
22.095104 119.121877 668.757030 212.121093 
22.108661 118.690085 668.826343 212.483572 
22.122211 118.260002 668.894068 212.845930 
22.135756 117.831621 668.960212 213.208167 
22.149295 117.404933 669.024784 213.570283 
22.162827 116.979931 669.087789 213.932280 
22.176354 116.556607 669.149235 214.294157 
22.189876 116.134954 669.209130 214.655916 
22.203391 115.714962 669.267481 215.017557 
22.216901 115.296626 669.324294 215.379080 
22.230406 114.879936 669.379577 215.740487 
22.243905 114.464886 669.433337 216.101777 
22.257398 114.051467 669.485580 216.462952 
22.270886 113.639673 669.536315 216.824012 
22.284369 113.229496 669.585546 217.184958 
22.297846 112.820928 669.633283 217.545790 
22.311319 112.413962 669.679530 217.906508 
22.324786 112.008590 669.724296 218.267114 
22.338248 111.604806 669.767586 218.627608 
22.351704 111.202602 669.809408 218.987990 
22.365156 110.801971 669.849767 219.348262 
22.378603 110.402906 669.888672 219.708422 
22.392045 110.005399 669.926128 220.068474 
22.405482 109.609443 669.962141 220.428415 
22.418914 109.215032 669.996719 220.788248 
22.432341 108.822159 670.029868 221.147973 
22.445764 108.430816 670.061594 221.507590 
22.459182 108.040996 670.091904 221.867100 
22.472595 107.652693 670.120803 222.226504 
22.486004 107.265900 670.148299 222.585801 
22.499408 106.880610 670.174398 222.944993 
22.512808 106.496816 670.199105 223.304079 
22.526203 106.114511 670.222427 223.663061 
22.539594 105.733690 670.244371 224.021939 
22.552980 105.354344 670.264942 224.380714 
22.566363 104.976469 670.284146 224.739385 
22.579741 104.600056 670.301991 225.097954 
22.593114 104.225099 670.318480 225.456421 
22.606484 103.851593 670.333621 225.814786 
22.619849 103.479530 670.347420 226.173050 
22.633211 103.108904 670.359883 226.531213 
22.646568 102.739709 670.371015 226.889277 
22.659922 102.371938 670.380822 227.247241 
22.673271 102.005585 670.389310 227.605105 
22.686617 101.640644 670.396485 227.962871 
22.699958 101.277108 670.402353 228.320539 
22.713296 100.914971 670.406920 228.678109 
22.726630 100.554228 670.410191 229.035581 
22.739961 100.194872 670.412171 229.392957 
22.753288 99.836896 670.412868 229.750236 
22.766611 99.480296 670.412285 230.107419 
22.779930 99.125064 670.410429 230.464507 
22.793246 98.771194 670.407306 230.821500 
22.806559 98.418682 670.402920 231.178398 
22.819868 98.067520 670.397278 231.535202 
22.833173 97.717704 670.390385 231.891912 
22.846476 97.369226 670.382246 232.248528 
22.859774 97.022081 670.372866 232.605052 
22.873070 96.676264 670.362252 232.961484 
22.886362 96.331769 670.350408 233.317823 
22.899651 95.988589 670.337340 233.674071 
22.912937 95.646720 670.323053 234.030227 
22.926220 95.306155 670.307553 234.386293 
22.939499 94.966888 670.290844 234.742268 
22.952776 94.628915 670.272932 235.098153 
22.966050 94.292230 670.253822 235.453948 
22.979320 93.956826 670.233519 235.809655 
22.992588 93.622699 670.212028 236.165272 
23.005852 93.289843 670.189355 236.520802 
23.019114 92.958253 670.165504 236.876243 
23.032373 92.627922 670.140481 237.231596 
23.045629 92.298847 670.114291 237.586862 
23.058883 91.971020 670.086938 237.942042 
23.072134 91.644437 670.058428 238.297135 
23.085382 91.319093 670.028765 238.652142 
23.098627 90.994983 669.997954 239.007063 
23.111870 90.672100 669.966001 239.361899 
23.125110 90.350440 669.932911 239.716650 
23.138347 90.029997 669.898687 240.071316 
23.151583 89.710767 669.863335 240.425898 
23.164815 89.392744 669.826860 240.780396 
23.178046 89.075923 669.789266 241.134811 
23.191273 88.760299 669.750559 241.489143 
23.204499 88.445866 669.710742 241.843392 
23.217722 88.132621 669.669821 242.197558 
23.230943 87.820557 669.627801 242.551642 
23.244162 87.509670 669.584685 242.905645 
23.257378 87.199955 669.540479 243.259566 
23.270592 86.891406 669.495188 243.613406 
23.283804 86.584019 669.448815 243.967166 
23.297014 86.277790 669.401365 244.320845 
23.310222 85.972712 669.352844 244.674444 
23.323428 85.668782 669.303254 245.027964 
23.336632 85.365994 669.252602 245.381404 
23.349833 85.064344 669.200891 245.734765 
23.363033 84.763826 669.148126 246.088048 
23.376231 84.464437 669.094311 246.441252 
23.389427 84.166171 669.039451 246.794378 
23.402621 83.869023 668.983550 247.147426 
23.415814 83.572990 668.926612 247.500398 
23.429004 83.278066 668.868642 247.853292 
23.442193 82.984246 668.809645 248.206109 
23.455380 82.691527 668.749623 248.558850 
23.468566 82.399903 668.688582 248.911515 
23.481749 82.109370 668.626526 249.264104 
23.494931 81.819923 668.563459 249.616617 
23.508112 81.531558 668.499386 249.969056 
23.521291 81.244271 668.434310 250.321419 
23.534468 80.958056 668.368235 250.673708 
23.547644 80.672910 668.301167 251.025923 
23.560819 80.388828 668.233108 251.378064 
23.573992 80.105805 668.164064 251.730131 
23.587163 79.823838 668.094037 252.082125 
23.600333 79.542921 668.023033 252.434046 
23.613502 79.263051 667.951055 252.785894 
23.626670 78.984223 667.878108 253.137669 
23.639836 78.706433 667.804195 253.489372 
23.653001 78.429677 667.729320 253.841004 
23.666165 78.153949 667.653487 254.192563 
23.679327 77.879247 667.576701 254.544052 
23.692488 77.605566 667.498965 254.895469 
23.705649 77.332902 667.420283 255.246816 
23.718808 77.061250 667.340659 255.598092 
23.731966 76.790606 667.260096 255.949298 
23.745123 76.520967 667.178600 256.300434 
23.758278 76.252327 667.096173 256.651500 
23.771433 75.984684 667.012819 257.002497 
23.784587 75.718033 666.928543 257.353424 
23.797740 75.452369 666.843347 257.704283 
23.810892 75.187690 666.757237 258.055073 
23.824043 74.923990 666.670215 258.405795 
23.837194 74.661266 666.582285 258.756449 
23.850343 74.399514 666.493450 259.107035 
23.863492 74.138730 666.403716 259.457554 
23.876640 73.878910 666.313085 259.808005 
23.889787 73.620050 666.221561 260.158389 
23.902933 73.362146 666.129147 260.508707 
23.916079 73.105194 666.035848 260.858958 
23.929224 72.849191 665.941666 261.209142 
23.942368 72.594133 665.846606 261.559261 
23.955512 72.340015 665.750671 261.909314 
23.968655 72.086834 665.653865 262.259301 
23.981798 71.834586 665.556190 262.609223 
23.994940 71.583268 665.457652 262.959081 
24.008081 71.332875 665.358252 263.308873 
24.021222 71.083404 665.257995 263.658601 
24.034363 70.834851 665.156885 264.008264 
24.047503 70.587213 665.054923 264.357863 
24.060643 70.340486 664.952115 264.707399 
24.073782 70.094665 664.848464 265.056871 
24.086921 69.849749 664.743972 265.406280 
24.100060 69.605732 664.638643 265.755625 
24.113198 69.362611 664.532481 266.104908 
24.126336 69.120383 664.425489 266.454128 
24.139474 68.879044 664.317671 266.803285 
24.152612 68.638590 664.209029 267.152381 
24.165749 68.399019 664.099567 267.501414 
24.178886 68.160325 663.989289 267.850386 
24.192023 67.922507 663.878197 268.199296 
24.205160 67.685560 663.766295 268.548145 
24.218297 67.449481 663.653586 268.896933 
24.231433 67.214267 663.540074 269.245660 
24.244570 66.979913 663.425761 269.594326 
24.257707 66.746417 663.310651 269.942932 
24.270843 66.513776 663.194747 270.291477 
24.283980 66.281985 663.078052 270.639963 
24.297117 66.051041 662.960570 270.988389 
24.310253 65.820941 662.842303 271.336755 
24.323390 65.591682 662.723255 271.685062 
24.336527 65.363261 662.603429 272.033310 
24.349664 65.135673 662.482828 272.381499 
24.362801 64.908916 662.361454 272.729629 
24.375938 64.682987 662.239312 273.077701 
24.389076 64.457881 662.116404 273.425715 
24.402214 64.233596 661.992734 273.773670 
24.415352 64.010129 661.868303 274.121567 
24.428490 63.787477 661.743116 274.469407 
24.441628 63.565635 661.617175 274.817189 
24.454767 63.344602 661.490484 275.164914 
24.467906 63.124373 661.363045 275.512582 
24.481046 62.904946 661.234861 275.860193 
24.494186 62.686317 661.105936 276.207747 
24.507326 62.468484 660.976272 276.555245 
24.520467 62.251442 660.845872 276.902686 
24.533608 62.035190 660.714739 277.250071 
24.546750 61.819723 660.582876 277.597401 
24.559892 61.605040 660.450286 277.944674 
24.573035 61.391136 660.316972 278.291892 
24.586178 61.178009 660.182936 278.639055 
24.599322 60.965656 660.048182 278.986162 
24.612466 60.754073 659.912712 279.333215 
24.625611 60.543257 659.776530 279.680213 
24.638757 60.333207 659.639638 280.027156 
24.651903 60.123918 659.502038 280.374044 
24.665050 59.915387 659.363734 280.720879 
24.678198 59.707613 659.224728 281.067659 
