0, 0.11442, 22.54212, 0.09652, 112.57890, 
1, 0.08138, 23.22286, 0.09337, 109.10219, 
2, 0.08138, 23.22286, 0.09337, 109.10219, 
3, 0.07712, 11.01338, 0.15236, 93.60897, 
4, 0.03138, 19.36555, 0.11650, 96.04691, 
5, 0.03138, 19.36555, 0.11650, 96.04691, 
6, 0.03138, 19.36555, 0.11650, 96.04691, 
7, 0.03138, 19.36555, 0.11650, 96.04691, 
8, 0.03138, 19.36555, 0.11650, 96.04691, 
9, 0.03138, 19.36555, 0.11650, 96.04691, 
10, 0.03138, 19.36555, 0.11650, 96.04691, 
11, 0.03044, 20.33747, 0.11101, 95.96083, 
12, 0.03044, 20.33747, 0.11101, 95.96083, 
13, 0.02021, 17.91781, 0.11201, 99.12096, 
14, 0.01168, 18.91706, 0.10305, 100.53696, 
15, 0.01168, 18.91706, 0.10305, 100.53696, 
16, 0.01168, 18.91706, 0.10305, 100.53696, 
17, 0.01168, 18.91706, 0.10305, 100.53696, 
18, 0.01168, 18.91706, 0.10305, 100.53696, 
19, 0.01168, 18.91706, 0.10305, 100.53696, 
20, 0.01168, 18.91706, 0.10305, 100.53696, 
21, 0.01168, 18.91706, 0.10305, 100.53696, 
22, 0.01168, 18.91706, 0.10305, 100.53696, 
23, 0.01168, 18.91706, 0.10305, 100.53696, 
24, 0.01168, 18.91706, 0.10305, 100.53696, 
25, 0.01168, 18.91706, 0.10305, 100.53696, 
26, 0.01168, 18.91706, 0.10305, 100.53696, 
27, 0.01107, 20.12976, 0.09865, 101.58601, 
28, 0.01107, 20.12976, 0.09865, 101.58601, 
29, 0.01107, 20.12976, 0.09865, 101.58601, 
