0.000002 , 0.000003 , 0.000004 , 0.000008 , 0.000014 , 0.000025 , 0.000043 , 0.000074 , 0.000122 , 0.000197 , 0.000311 , 0.000479 , 0.000721 , 0.001056 , 0.001506 , 0.002090 , 0.002820 , 0.003696 , 0.004704 , 0.005809 , 0.006959 , 0.008083 , 0.009100 , 0.009929 , 0.010500 , 0.010763 , 0.010696 , 0.010311 , 0.009650 , 0.008779 , 0.007780 , 0.006743 , 0.005757 , 0.004904 , 0.004263 , 0.003908 , 0.003912 , 0.004352 , 0.005308 , 0.006859 , 0.009071 , 0.011984 , 0.015586 , 0.019797 , 0.024452 , 0.029299 , 0.034011 , 0.038222 , 0.041566 , 0.043738 , 0.044538 , 0.043907 , 0.041946 , 0.038903 , 0.035139 , 0.031086 , 0.027189 , 0.023862 , 0.021443 , 0.020172 
0.000002 , 0.000003 , 0.000005 , 0.000009 , 0.000016 , 0.000029 , 0.000050 , 0.000085 , 0.000140 , 0.000228 , 0.000360 , 0.000557 , 0.000839 , 0.001232 , 0.001760 , 0.002448 , 0.003308 , 0.004343 , 0.005535 , 0.006845 , 0.008209 , 0.009544 , 0.010756 , 0.011747 , 0.012433 , 0.012755 , 0.012686 , 0.012240 , 0.011465 , 0.010437 , 0.009254 , 0.008019 , 0.006836 , 0.005800 , 0.005001 , 0.004519 , 0.004434 , 0.004830 , 0.005789 , 0.007396 , 0.009720 , 0.012801 , 0.016625 , 0.021106 , 0.026065 , 0.031232 , 0.036259 , 0.040751 , 0.044319 , 0.046635 , 0.047486 , 0.046810 , 0.044714 , 0.041461 , 0.037439 , 0.033108 , 0.028943 , 0.025387 , 0.022801 , 0.021443 
0.000003 , 0.000004 , 0.000006 , 0.000012 , 0.000021 , 0.000036 , 0.000063 , 0.000107 , 0.000179 , 0.000291 , 0.000462 , 0.000715 , 0.001081 , 0.001592 , 0.002282 , 0.003181 , 0.004310 , 0.005671 , 0.007242 , 0.008973 , 0.010779 , 0.012552 , 0.014166 , 0.015492 , 0.016419 , 0.016866 , 0.016798 , 0.016229 , 0.015222 , 0.013875 , 0.012314 , 0.010674 , 0.009085 , 0.007670 , 0.006538 , 0.005787 , 0.005511 , 0.005801 , 0.006752 , 0.008452 , 0.010979 , 0.014372 , 0.018614 , 0.023603 , 0.029139 , 0.034915 , 0.040537 , 0.045563 , 0.049556 , 0.052147 , 0.053095 , 0.052333 , 0.049979 , 0.046328 , 0.041815 , 0.036954 , 0.032280 , 0.028289 , 0.025387 , 0.023862 
0.000004 , 0.000005 , 0.000009 , 0.000015 , 0.000027 , 0.000048 , 0.000084 , 0.000142 , 0.000238 , 0.000388 , 0.000618 , 0.000961 , 0.001457 , 0.002151 , 0.003092 , 0.004321 , 0.005869 , 0.007740 , 0.009905 , 0.012294 , 0.014794 , 0.017254 , 0.019501 , 0.021358 , 0.022669 , 0.023322 , 0.023265 , 0.022517 , 0.021158 , 0.019321 , 0.017175 , 0.014901 , 0.012675 , 0.010659 , 0.008995 , 0.007806 , 0.007206 , 0.007301 , 0.008197 , 0.009994 , 0.012773 , 0.016577 , 0.021379 , 0.027059 , 0.033380 , 0.039987 , 0.046425 , 0.052183 , 0.056756 , 0.059723 , 0.060805 , 0.059924 , 0.057216 , 0.053020 , 0.047832 , 0.042244 , 0.036871 , 0.032281 , 0.028943 , 0.027190 
0.000005 , 0.000007 , 0.000011 , 0.000020 , 0.000036 , 0.000064 , 0.000112 , 0.000191 , 0.000319 , 0.000521 , 0.000833 , 0.001299 , 0.001975 , 0.002924 , 0.004214 , 0.005903 , 0.008035 , 0.010617 , 0.013611 , 0.016922 , 0.020393 , 0.023819 , 0.026959 , 0.029569 , 0.031432 , 0.032392 , 0.032374 , 0.031397 , 0.029568 , 0.027065 , 0.024115 , 0.020960 , 0.017840 , 0.014971 , 0.012541 , 0.010708 , 0.009612 , 0.009379 , 0.010130 , 0.011974 , 0.014999 , 0.019246 , 0.024677 , 0.031145 , 0.038372 , 0.045942 , 0.053326 , 0.059934 , 0.065184 , 0.068587 , 0.069825 , 0.068805 , 0.065684 , 0.060849 , 0.054873 , 0.048436 , 0.042245 , 0.036955 , 0.033108 , 0.031087 
0.000007 , 0.000009 , 0.000015 , 0.000027 , 0.000048 , 0.000085 , 0.000148 , 0.000252 , 0.000423 , 0.000693 , 0.001109 , 0.001734 , 0.002643 , 0.003922 , 0.005664 , 0.007951 , 0.010842 , 0.014351 , 0.018426 , 0.022941 , 0.027685 , 0.032379 , 0.036699 , 0.040311 , 0.042922 , 0.044315 , 0.044385 , 0.043150 , 0.040746 , 0.037406 , 0.033428 , 0.029135 , 0.024844 , 0.020842 , 0.017376 , 0.014652 , 0.012843 , 0.012100 , 0.012558 , 0.014339 , 0.017532 , 0.022174 , 0.028211 , 0.035465 , 0.043609 , 0.052163 , 0.060520 , 0.068003 , 0.073949 , 0.077802 , 0.079199 , 0.078034 , 0.074484 , 0.068989 , 0.062195 , 0.054876 , 0.047835 , 0.041818 , 0.037442 , 0.035141 
0.000009 , 0.000013 , 0.000020 , 0.000036 , 0.000063 , 0.000111 , 0.000192 , 0.000328 , 0.000550 , 0.000903 , 0.001448 , 0.002267 , 0.003462 , 0.005147 , 0.007445 , 0.010469 , 0.014297 , 0.018949 , 0.024362 , 0.030368 , 0.036693 , 0.042969 , 0.048768 , 0.053652 , 0.057230 , 0.059212 , 0.059452 , 0.057962 , 0.054910 , 0.050589 , 0.045379 , 0.039696 , 0.033952 , 0.028521 , 0.023723 , 0.019824 , 0.017039 , 0.015550 , 0.015510 , 0.017047 , 0.020252 , 0.025151 , 0.031668 , 0.039592 , 0.048544 , 0.057980 , 0.067217 , 0.075496 , 0.082077 , 0.086339 , 0.087880 , 0.086581 , 0.082636 , 0.076531 , 0.068984 , 0.060852 , 0.053028 , 0.046340 , 0.041475 , 0.038917 
0.000013 , 0.000017 , 0.000027 , 0.000046 , 0.000081 , 0.000141 , 0.000244 , 0.000416 , 0.000698 , 0.001145 , 0.001839 , 0.002884 , 0.004410 , 0.006568 , 0.009516 , 0.013401 , 0.018327 , 0.024322 , 0.031309 , 0.039075 , 0.047273 , 0.055431 , 0.063006 , 0.069434 , 0.074215 , 0.076971 , 0.077502 , 0.075809 , 0.072085 , 0.066688 , 0.060084 , 0.052792 , 0.045332 , 0.038179 , 0.031743 , 0.026361 , 0.022303 , 0.019786 , 0.018985 , 0.020035 , 0.023021 , 0.027955 , 0.034735 , 0.043111 , 0.052657 , 0.062767 , 0.072690 , 0.081598 , 0.088683 , 0.093271 , 0.094925 , 0.093514 , 0.089246 , 0.082645 , 0.074486 , 0.065693 , 0.057230 , 0.049996 , 0.044733 , 0.041966 
0.000018 , 0.000024 , 0.000036 , 0.000060 , 0.000103 , 0.000177 , 0.000304 , 0.000516 , 0.000863 , 0.001415 , 0.002273 , 0.003567 , 0.005461 , 0.008142 , 0.011812 , 0.016656 , 0.022806 , 0.030304 , 0.039055 , 0.048802 , 0.059115 , 0.069416 , 0.079030 , 0.087263 , 0.093487 , 0.097226 , 0.098216 , 0.096432 , 0.092090 , 0.085600 , 0.077516 , 0.068464 , 0.059076 , 0.049941 , 0.041573 , 0.034395 , 0.028746 , 0.024887 , 0.023018 , 0.023281 , 0.025753 , 0.030425 , 0.037165 , 0.045685 , 0.055511 , 0.065989 , 0.076311 , 0.085596 , 0.092990 , 0.097779 , 0.099499 , 0.098011 , 0.093532 , 0.086608 , 0.078051 , 0.068828 , 0.059952 , 0.052363 , 0.046841 , 0.043939 
0.000026 , 0.000033 , 0.000048 , 0.000077 , 0.000129 , 0.000218 , 0.000371 , 0.000625 , 0.001040 , 0.001702 , 0.002731 , 0.004286 , 0.006564 , 0.009796 , 0.014225 , 0.020080 , 0.027526 , 0.036617 , 0.047248 , 0.059113 , 0.071704 , 0.084333 , 0.096191 , 0.106448 , 0.114343 , 0.119292 , 0.120954 , 0.119268 , 0.114450 , 0.106955 , 0.097410 , 0.086541 , 0.075095 , 0.063782 , 0.053232 , 0.043970 , 0.036416 , 0.030890 , 0.027623 , 0.026767 , 0.028388 , 0.032451 , 0.038793 , 0.047085 , 0.056814 , 0.067286 , 0.077658 , 0.087018 , 0.094482 , 0.099319 , 0.101049 , 0.099529 , 0.094974 , 0.087939 , 0.079245 , 0.069876 , 0.060859 , 0.053149 , 0.047540 , 0.044591 
0.000038 , 0.000046 , 0.000065 , 0.000100 , 0.000162 , 0.000267 , 0.000445 , 0.000741 , 0.001224 , 0.001994 , 0.003191 , 0.005001 , 0.007658 , 0.011432 , 0.016613 , 0.023471 , 0.032208 , 0.042895 , 0.055417 , 0.069429 , 0.084350 , 0.099386 , 0.113606 , 0.126042 , 0.135805 , 0.142195 , 0.144782 , 0.143451 , 0.138400 , 0.130101 , 0.119237 , 0.106616 , 0.093094 , 0.079503 , 0.066596 , 0.055016 , 0.045280 , 0.037781 , 0.032792 , 0.030479 , 0.030900 , 0.033992 , 0.039555 , 0.047224 , 0.056453 , 0.066522 , 0.076572 , 0.085681 , 0.092963 , 0.097684 , 0.099365 , 0.097858 , 0.093372 , 0.086451 , 0.077900 , 0.068688 , 0.059822 , 0.052243 , 0.046728 , 0.043829 
0.000057 , 0.000067 , 0.000090 , 0.000133 , 0.000205 , 0.000327 , 0.000530 , 0.000866 , 0.001411 , 0.002279 , 0.003628 , 0.005671 , 0.008672 , 0.012942 , 0.018813 , 0.026597 , 0.036533 , 0.048711 , 0.063016 , 0.079074 , 0.096243 , 0.113642 , 0.130231 , 0.144920 , 0.156695 , 0.164741 , 0.168529 , 0.167870 , 0.162916 , 0.154128 , 0.142212 , 0.128037 , 0.112549 , 0.096695 , 0.081360 , 0.067313 , 0.055187 , 0.045462 , 0.038468 , 0.034394 , 0.033291 , 0.035069 , 0.039493 , 0.046164 , 0.054509 , 0.063796 , 0.073168 , 0.081715 , 0.088572 , 0.093021 , 0.094595 , 0.093146 , 0.088868 , 0.082276 , 0.074136 , 0.065368 , 0.056933 , 0.049723 , 0.044478 , 0.041720 
0.000086 , 0.000099 , 0.000128 , 0.000179 , 0.000264 , 0.000403 , 0.000631 , 0.001002 , 0.001602 , 0.002552 , 0.004028 , 0.006262 , 0.009547 , 0.014226 , 0.020671 , 0.029232 , 0.040181 , 0.053636 , 0.069487 , 0.087349 , 0.106538 , 0.126114 , 0.144950 , 0.161856 , 0.175711 , 0.185588 , 0.190850 , 0.191213 , 0.186754 , 0.177886 , 0.165304 , 0.149902 , 0.132694 , 0.114732 , 0.097025 , 0.080481 , 0.065860 , 0.053748 , 0.044545 , 0.038474 , 0.035584 , 0.035766 , 0.038749 , 0.044101 , 0.051234 , 0.059413 , 0.067801 , 0.075520 , 0.081741 , 0.085784 , 0.087202 , 0.085849 , 0.081898 , 0.075822 , 0.068324 , 0.060251 , 0.052486 , 0.045850 , 0.041024 , 0.038487 
