0.000218 , 0.000284 , 0.000431 , 0.000689 , 0.001109 , 0.001762 , 0.002749 , 0.004203 , 0.006288 , 0.009202 , 0.013169 , 0.018425 , 0.025200 , 0.033688 , 0.044015 , 0.056206 , 0.070149 , 0.085576 , 0.102051 , 0.118981 , 0.135649 , 0.151258 , 0.165000 , 0.176127 , 0.184019 , 0.188253 , 0.188644 , 0.185274 , 0.178492 , 0.168902 , 0.157322 , 0.144739 , 0.132255 , 0.121027 , 0.112214 , 0.106914 , 0.106105 , 0.110585 , 0.120906 , 0.137310 , 0.159668 , 0.187438 , 0.219650 , 0.254926 , 0.291544 , 0.327545 , 0.360881 , 0.389588 , 0.411963 , 0.426740 , 0.433228 , 0.431403 , 0.421947 , 0.406211 , 0.386113 , 0.363969 , 0.342274 , 0.323453 , 0.309603 , 0.302269 
0.000240 , 0.000313 , 0.000473 , 0.000755 , 0.001213 , 0.001926 , 0.003003 , 0.004588 , 0.006860 , 0.010035 , 0.014356 , 0.020078 , 0.027451 , 0.036684 , 0.047914 , 0.061164 , 0.076314 , 0.093071 , 0.110964 , 0.129353 , 0.147463 , 0.164436 , 0.179400 , 0.191549 , 0.200214 , 0.204935 , 0.205505 , 0.202001 , 0.194785 , 0.184489 , 0.171975 , 0.158285 , 0.144583 , 0.132098 , 0.122053 , 0.115613 , 0.113814 , 0.117502 , 0.127261 , 0.143349 , 0.165637 , 0.193569 , 0.226141 , 0.261930 , 0.299161 , 0.335815 , 0.369787 , 0.399057 , 0.421877 , 0.436945 , 0.443551 , 0.441669 , 0.431991 , 0.415897 , 0.395346 , 0.372703 , 0.350518 , 0.331272 , 0.317109 , 0.309610 
0.000286 , 0.000370 , 0.000558 , 0.000887 , 0.001422 , 0.002253 , 0.003508 , 0.005354 , 0.007999 , 0.011692 , 0.016714 , 0.023362 , 0.031921 , 0.042631 , 0.055649 , 0.070998 , 0.088537 , 0.107928 , 0.128628 , 0.149903 , 0.170866 , 0.190539 , 0.207927 , 0.222109 , 0.232319 , 0.238023 , 0.238972 , 0.235231 , 0.227186 , 0.215523 , 0.201186 , 0.185323 , 0.169222 , 0.154242 , 0.141743 , 0.133016 , 0.129211 , 0.131269 , 0.139839 , 0.155217 , 0.177275 , 0.205426 , 0.238607 , 0.275309 , 0.313653 , 0.351508 , 0.386656 , 0.416970 , 0.440617 , 0.456228 , 0.463053 , 0.461059 , 0.450961 , 0.434191 , 0.412782 , 0.389197 , 0.366090 , 0.346042 , 0.331288 , 0.323475 
0.000356 , 0.000459 , 0.000687 , 0.001087 , 0.001735 , 0.002742 , 0.004261 , 0.006494 , 0.009691 , 0.014151 , 0.020211 , 0.028225 , 0.038536 , 0.051427 , 0.067081 , 0.085525 , 0.106583 , 0.129851 , 0.154681 , 0.180204 , 0.205370 , 0.229023 , 0.249993 , 0.267191 , 0.279712 , 0.286913 , 0.288480 , 0.284461 , 0.275270 , 0.261666 , 0.244709 , 0.225694 , 0.206083 , 0.187425 , 0.171271 , 0.159100 , 0.152231 , 0.151741 , 0.158385 , 0.172513 , 0.194008 , 0.222244 , 0.256075 , 0.293875 , 0.333621 , 0.373024 , 0.409706 , 0.441397 , 0.466135 , 0.482462 , 0.489573 , 0.487418 , 0.476746 , 0.459055 , 0.436482 , 0.411618 , 0.387258 , 0.366121 , 0.350565 , 0.342327 
0.000455 , 0.000582 , 0.000863 , 0.001356 , 0.002152 , 0.003390 , 0.005255 , 0.007993 , 0.011909 , 0.017369 , 0.024781 , 0.034576 , 0.047165 , 0.062890 , 0.081968 , 0.104425 , 0.130046 , 0.158338 , 0.188520 , 0.219546 , 0.250160 , 0.278985 , 0.304622 , 0.325775 , 0.341357 , 0.350588 , 0.353069 , 0.348817 , 0.338276 , 0.322289 , 0.302051 , 0.279038 , 0.254923 , 0.231488 , 0.210531 , 0.193765 , 0.182729 , 0.178683 , 0.182518 , 0.194670 , 0.215042 , 0.242971 , 0.277216 , 0.316013 , 0.357164 , 0.398193 , 0.436527 , 0.469719 , 0.495658 , 0.512771 , 0.520185 , 0.517832 , 0.506489 , 0.487732 , 0.463817 , 0.437479 , 0.411675 , 0.389284 , 0.372805 , 0.364078 
0.000587 , 0.000743 , 0.001090 , 0.001695 , 0.002674 , 0.004191 , 0.006476 , 0.009826 , 0.014613 , 0.021281 , 0.030325 , 0.042266 , 0.057599 , 0.076736 , 0.099931 , 0.127210 , 0.158309 , 0.192629 , 0.229231 , 0.266863 , 0.304028 , 0.339084 , 0.370371 , 0.396348 , 0.415714 , 0.427528 , 0.431282 , 0.426950 , 0.414998 , 0.396354 , 0.372358 , 0.344678 , 0.315228 , 0.286053 , 0.259232 , 0.236759 , 0.220432 , 0.211738 , 0.211743 , 0.220992 , 0.239435 , 0.266378 , 0.300490 , 0.339857 , 0.382093 , 0.424514 , 0.464341 , 0.498929 , 0.525998 , 0.543849 , 0.551530 , 0.548948 , 0.536904 , 0.517052 , 0.491762 , 0.463917 , 0.436639 , 0.412968 , 0.395546 , 0.386319 
0.000760 , 0.000951 , 0.001374 , 0.002111 , 0.003301 , 0.005142 , 0.007910 , 0.011963 , 0.017748 , 0.025798 , 0.036707 , 0.051096 , 0.069556 , 0.092575 , 0.120451 , 0.153208 , 0.190524 , 0.231685 , 0.275574 , 0.320710 , 0.365329 , 0.407502 , 0.445281 , 0.476851 , 0.500680 , 0.515638 , 0.521092 , 0.516955 , 0.503700 , 0.482329 , 0.454319 , 0.421537 , 0.386137 , 0.350447 , 0.316848 , 0.287644 , 0.264928 , 0.250450 , 0.245487 , 0.250732 , 0.266202 , 0.291199 , 0.324311 , 0.363483 , 0.406148 , 0.449412 , 0.490281 , 0.525910 , 0.553850 , 0.572267 , 0.580125 , 0.577295 , 0.564595 , 0.543738 , 0.517198 , 0.487990 , 0.459378 , 0.434551 , 0.416277 , 0.406598 
0.000985 , 0.001216 , 0.001723 , 0.002608 , 0.004031 , 0.006229 , 0.009526 , 0.014346 , 0.021219 , 0.030771 , 0.043705 , 0.060751 , 0.082603 , 0.109830 , 0.142778 , 0.181469 , 0.225522 , 0.274097 , 0.325892 , 0.379186 , 0.431934 , 0.481905 , 0.526848 , 0.564664 , 0.593569 , 0.612229 , 0.619867 , 0.616315 , 0.602031 , 0.578071 , 0.546030 , 0.507955 , 0.466235 , 0.423478 , 0.382375 , 0.345557 , 0.315435 , 0.294056 , 0.282941 , 0.282967 , 0.294256 , 0.316133 , 0.347135 , 0.385088 , 0.427258 , 0.470555 , 0.511784 , 0.547906 , 0.576304 , 0.595014 , 0.602909 , 0.599816 , 0.586552 , 0.564872 , 0.537324 , 0.507022 , 0.477345 , 0.451595 , 0.432642 , 0.422604 
0.001281 , 0.001554 , 0.002155 , 0.003199 , 0.004872 , 0.007448 , 0.011302 , 0.016926 , 0.024934 , 0.036051 , 0.051089 , 0.070894 , 0.096264 , 0.127856 , 0.166063 , 0.210910 , 0.261956 , 0.318237 , 0.378264 , 0.440077 , 0.501350 , 0.559552 , 0.612128 , 0.656689 , 0.691193 , 0.714092 , 0.724444 , 0.721979 , 0.707112 , 0.680921 , 0.645090 , 0.601814 , 0.553693 , 0.503595 , 0.454515 , 0.409409 , 0.371024 , 0.341720 , 0.323301 , 0.316857 , 0.322659 , 0.340094 , 0.367685 , 0.403176 , 0.443698 , 0.485995 , 0.526693 , 0.562581 , 0.590888 , 0.609526 , 0.617277 , 0.613914 , 0.600234 , 0.578003 , 0.549806 , 0.518812 , 0.488467 , 0.462141 , 0.442765 , 0.432503 
0.001674 , 0.001994 , 0.002694 , 0.003905 , 0.005837 , 0.008799 , 0.013218 , 0.019649 , 0.028789 , 0.041461 , 0.058587 , 0.081125 , 0.109981 , 0.145896 , 0.189318 , 0.240277 , 0.298276 , 0.362238 , 0.430500 , 0.500873 , 0.570767 , 0.637363 , 0.697812 , 0.749443 , 0.789958 , 0.817584 , 0.831202 , 0.830412 , 0.815555 , 0.787694 , 0.748559 , 0.700453 , 0.646145 , 0.588736 , 0.531495 , 0.477695 , 0.430416 , 0.392349 , 0.365597 , 0.351505 , 0.350530 , 0.362168 , 0.384973 , 0.416655 , 0.454254 , 0.494389 , 0.533542 , 0.568361 , 0.595941 , 0.614086 , 0.621486 , 0.617852 , 0.603935 , 0.581482 , 0.553068 , 0.521866 , 0.491331 , 0.464844 , 0.445353 , 0.435030 
