,Time,N
2583,25.83000,1743.10968
2584,25.84000,1746.59590
2585,25.85000,1750.08909
2586,25.86000,1753.58927
2587,25.87000,1757.09645
2588,25.88000,1760.61064
2589,25.89000,1764.13186
2590,25.90000,1767.66013
2591,25.91000,1771.19545
2592,25.92000,1774.73784
2593,25.93000,1778.28731
2594,25.94000,1781.84389
2595,25.95000,1785.40758
2596,25.96000,1788.97839
2597,25.97000,1792.55635
2598,25.98000,1796.14146
2599,25.99000,1799.73374
2600,26.00000,1803.33321
2601,26.01000,1806.93988
2602,26.02000,1810.55376
2603,26.03000,1814.17487
2604,26.04000,1817.80322
2605,26.05000,1821.43882
2606,26.06000,1825.08170
2607,26.07000,1828.73186
2608,26.08000,1832.38933
2609,26.09000,1836.05411
2610,26.10000,1839.72621
2611,26.11000,1843.40567
2612,26.12000,1847.09248
2613,26.13000,1850.78666
2614,26.14000,1854.48824
2615,26.15000,1858.19721
2616,26.16000,1861.91361
2617,26.17000,1865.63743
2618,26.18000,1869.36871
2619,26.19000,1873.10745
2620,26.20000,1876.85366
2621,26.21000,1880.60737
2622,26.22000,1884.36858
2623,26.23000,1888.13732
2624,26.24000,1891.91359
2625,26.25000,1895.69742
2626,26.26000,1899.48882
2627,26.27000,1903.28779
2628,26.28000,1907.09437
2629,26.29000,1910.90856
2630,26.30000,1914.73038
2631,26.31000,1918.55984
2632,26.32000,1922.39696
2633,26.33000,1926.24175
2634,26.34000,1930.09423
2635,26.35000,1933.95442
2636,26.36000,1937.82233
2637,26.37000,1941.69798
2638,26.38000,1945.58137
2639,26.39000,1949.47253
2640,26.40000,1953.37148
2641,26.41000,1957.27822
2642,26.42000,1961.19278
2643,26.43000,1965.11516
2644,26.44000,1969.04539
2645,26.45000,1972.98349
2646,26.46000,1976.92945
2647,26.47000,1980.88331
2648,26.48000,1984.84508
2649,26.49000,1988.81477
2650,26.50000,1992.79240
2651,26.51000,1996.77798
2652,26.52000,2000.77154
2653,26.53000,2004.77308
2654,26.54000,2008.78263
2655,26.55000,2012.80019
2656,26.56000,2016.82579
2657,26.57000,2020.85944
2658,26.58000,2024.90116
2659,26.59000,2028.95097
2660,26.60000,2033.00887
2661,26.61000,2037.07489
2662,26.62000,2041.14904
2663,26.63000,2045.23133
2664,26.64000,2049.32180
2665,26.65000,2053.42044
2666,26.66000,2057.52728
2667,26.67000,2061.64234
2668,26.68000,2065.76562
2669,26.69000,2069.89715
2670,26.70000,2074.03695
2671,26.71000,2078.18502
2672,26.72000,2082.34139
2673,26.73000,2086.50607
2674,26.74000,2090.67908
2675,26.75000,2094.86044
2676,26.76000,2099.05016
2677,26.77000,2103.24826
2678,26.78000,2107.45476
2679,26.79000,2111.66967
2680,26.80000,2115.89301
2681,26.81000,2120.12480
2682,26.82000,2124.36504
2683,26.83000,2128.61377
2684,26.84000,2132.87100
2685,26.85000,2137.13674
2686,26.86000,2141.41102
2687,26.87000,2145.69384
2688,26.88000,2149.98523
2689,26.89000,2154.28520
2690,26.90000,2158.59377
2691,26.91000,2162.91096
2692,26.92000,2167.23678
2693,26.93000,2171.57125
2694,26.94000,2175.91439
2695,26.95000,2180.26622
2696,26.96000,2184.62676
2697,26.97000,2188.99601
2698,26.98000,2193.37400
2699,26.99000,2197.76075
2700,27.00000,2202.15627
2701,27.01000,2206.56058
2702,27.02000,2210.97370
2703,27.03000,2215.39565
2704,27.04000,2219.82644
2705,27.05000,2224.26610
2706,27.06000,2228.71463
2707,27.07000,2233.17206
2708,27.08000,2237.63840
2709,27.09000,2242.11368
2710,27.10000,2246.59791
2711,27.11000,2251.09110
2712,27.12000,2255.59328
2713,27.13000,2260.10447
2714,27.14000,2264.62468
2715,27.15000,2269.15393
2716,27.16000,2273.69224
2717,27.17000,2278.23962
2718,27.18000,2282.79610
2719,27.19000,2287.36169
2720,27.20000,2291.93642
2721,27.21000,2296.52029
2722,27.22000,2301.11333
2723,27.23000,2305.71556
2724,27.24000,2310.32699
2725,27.25000,2314.94764
2726,27.26000,2319.57754
2727,27.27000,2324.21669
2728,27.28000,2328.86512
2729,27.29000,2333.52285
2730,27.30000,2338.18990
2731,27.31000,2342.86628
2732,27.32000,2347.55201
2733,27.33000,2352.24712
2734,27.34000,2356.95161
2735,27.35000,2361.66551
2736,27.36000,2366.38885
2737,27.37000,2371.12162
2738,27.38000,2375.86387
2739,27.39000,2380.61559
2740,27.40000,2385.37682
2741,27.41000,2390.14758
2742,27.42000,2394.92787
2743,27.43000,2399.71773
2744,27.44000,2404.51716
2745,27.45000,2409.32620
2746,27.46000,2414.14485
2747,27.47000,2418.97314
2748,27.48000,2423.81109
2749,27.49000,2428.65871
2750,27.50000,2433.51603
2751,27.51000,2438.38306
2752,27.52000,2443.25983
2753,27.53000,2448.14635
2754,27.54000,2453.04264
2755,27.55000,2457.94872
2756,27.56000,2462.86462
2757,27.57000,2467.79035
2758,27.58000,2472.72593
2759,27.59000,2477.67138
2760,27.60000,2482.62673
2761,27.61000,2487.59198
2762,27.62000,2492.56716
2763,27.63000,2497.55230
2764,27.64000,2502.54740
2765,27.65000,2507.55250
2766,27.66000,2512.56760
2767,27.67000,2517.59274
2768,27.68000,2522.62792
2769,27.69000,2527.67318
2770,27.70000,2532.72852
2771,27.71000,2537.79398
2772,27.72000,2542.86957
2773,27.73000,2547.95531
2774,27.74000,2553.05122
2775,27.75000,2558.15732
2776,27.76000,2563.27364
2777,27.77000,2568.40018
2778,27.78000,2573.53698
2779,27.79000,2578.68406
2780,27.80000,2583.84143
2781,27.81000,2589.00911
2782,27.82000,2594.18713
2783,27.83000,2599.37550
2784,27.84000,2604.57425
2785,27.85000,2609.78340
2786,27.86000,2615.00297
2787,27.87000,2620.23297
2788,27.88000,2625.47344
2789,27.89000,2630.72439
2790,27.90000,2635.98583
2791,27.91000,2641.25781
2792,27.92000,2646.54032
2793,27.93000,2651.83340
2794,27.94000,2657.13707
2795,27.95000,2662.45134
2796,27.96000,2667.77625
2797,27.97000,2673.11180
2798,27.98000,2678.45802
2799,27.99000,2683.81494
2800,28.00000,2689.18257
2801,28.01000,2694.56093
2802,28.02000,2699.95006
2803,28.03000,2705.34996
2804,28.04000,2710.76066
2805,28.05000,2716.18218
2806,28.06000,2721.61454
2807,28.07000,2727.05777
2808,28.08000,2732.51189
2809,28.09000,2737.97691
2810,28.10000,2743.45286
2811,28.11000,2748.93977
2812,28.12000,2754.43765
2813,28.13000,2759.94652
2814,28.14000,2765.46642
2815,28.15000,2770.99735
2816,28.16000,2776.53934
2817,28.17000,2782.09242
2818,28.18000,2787.65661
2819,28.19000,2793.23192
2820,28.20000,2798.81838
2821,28.21000,2804.41602
2822,28.22000,2810.02485
2823,28.23000,2815.64490
2824,28.24000,2821.27619
2825,28.25000,2826.91875
2826,28.26000,2832.57258
2827,28.27000,2838.23773
2828,28.28000,2843.91420
2829,28.29000,2849.60203
2830,28.30000,2855.30124
2831,28.31000,2861.01184
2832,28.32000,2866.73386
2833,28.33000,2872.46733
2834,28.34000,2878.21226
2835,28.35000,2883.96869
2836,28.36000,2889.73663
2837,28.37000,2895.51610
2838,28.38000,2901.30713
2839,28.39000,2907.10975
2840,28.40000,2912.92397
2841,28.41000,2918.74981
2842,28.42000,2924.58731
2843,28.43000,2930.43649
2844,28.44000,2936.29736
2845,28.45000,2942.16996
2846,28.46000,2948.05430
2847,28.47000,2953.95040
2848,28.48000,2959.85831
2849,28.49000,2965.77802
2850,28.50000,2971.70958
2851,28.51000,2977.65300
2852,28.52000,2983.60830
2853,28.53000,2989.57552
2854,28.54000,2995.55467
2855,28.55000,3001.54578
2856,28.56000,3007.54887
2857,28.57000,3013.56397
2858,28.58000,3019.59110
2859,28.59000,3025.63028
2860,28.60000,3031.68154
2861,28.61000,3037.74490
2862,28.62000,3043.82039
2863,28.63000,3049.90803
2864,28.64000,3056.00785
2865,28.65000,3062.11987
2866,28.66000,3068.24411
2867,28.67000,3074.38059
2868,28.68000,3080.52935
2869,28.69000,3086.69041
2870,28.70000,3092.86379
2871,28.71000,3099.04952
2872,28.72000,3105.24762
2873,28.73000,3111.45812
2874,28.74000,3117.68103
2875,28.75000,3123.91639
2876,28.76000,3130.16423
2877,28.77000,3136.42456
2878,28.78000,3142.69740
2879,28.79000,3148.98280
2880,28.80000,3155.28076
2881,28.81000,3161.59133
2882,28.82000,3167.91451
2883,28.83000,3174.25034
2884,28.84000,3180.59884
2885,28.85000,3186.96004
2886,28.86000,3193.33396
2887,28.87000,3199.72062
2888,28.88000,3206.12007
2889,28.89000,3212.53231
2890,28.90000,3218.95737
2891,28.91000,3225.39529
2892,28.92000,3231.84608
2893,28.93000,3238.30977
2894,28.94000,3244.78639
2895,28.95000,3251.27596
2896,28.96000,3257.77851
2897,28.97000,3264.29407
2898,28.98000,3270.82266
2899,28.99000,3277.36430
2900,29.00000,3283.91903
2901,29.01000,3290.48687
2902,29.02000,3297.06784
2903,29.03000,3303.66198
2904,29.04000,3310.26930
2905,29.05000,3316.88984
2906,29.06000,3323.52362
2907,29.07000,3330.17067
2908,29.08000,3336.83101
2909,29.09000,3343.50467
2910,29.10000,3350.19168
2911,29.11000,3356.89206
2912,29.12000,3363.60585
2913,29.13000,3370.33306
2914,29.14000,3377.07373
2915,29.15000,3383.82787
2916,29.16000,3390.59553
2917,29.17000,3397.37672
2918,29.18000,3404.17147
2919,29.19000,3410.97982
2920,29.20000,3417.80178
2921,29.21000,3424.63738
2922,29.22000,3431.48665
2923,29.23000,3438.34963
2924,29.24000,3445.22633
2925,29.25000,3452.11678
2926,29.26000,3459.02101
2927,29.27000,3465.93906
2928,29.28000,3472.87093
2929,29.29000,3479.81668
2930,29.30000,3486.77631
2931,29.31000,3493.74986
2932,29.32000,3500.73736
2933,29.33000,3507.73884
2934,29.34000,3514.75431
2935,29.35000,3521.78382
2936,29.36000,3528.82739
2937,29.37000,3535.88504
2938,29.38000,3542.95681
2939,29.39000,3550.04273
2940,29.40000,3557.14281
2941,29.41000,3564.25710
2942,29.42000,3571.38561
2943,29.43000,3578.52838
2944,29.44000,3585.68544
2945,29.45000,3592.85681
2946,29.46000,3600.04253
2947,29.47000,3607.24261
2948,29.48000,3614.45710
2949,29.49000,3621.68601
2950,29.50000,3628.92938
2951,29.51000,3636.18724
2952,29.52000,3643.45962
2953,29.53000,3650.74654
2954,29.54000,3658.04803
2955,29.55000,3665.36412
2956,29.56000,3672.69485
2957,29.57000,3680.04024
2958,29.58000,3687.40032
2959,29.59000,3694.77512
2960,29.60000,3702.16467
2961,29.61000,3709.56900
2962,29.62000,3716.98814
2963,29.63000,3724.42212
2964,29.64000,3731.87096
2965,29.65000,3739.33470
2966,29.66000,3746.81337
2967,29.67000,3754.30700
2968,29.68000,3761.81561
2969,29.69000,3769.33924
2970,29.70000,3776.87792
2971,29.71000,3784.43168
2972,29.72000,3792.00054
2973,29.73000,3799.58454
2974,29.74000,3807.18371
2975,29.75000,3814.79808
2976,29.76000,3822.42768
2977,29.77000,3830.07253
2978,29.78000,3837.73268
2979,29.79000,3845.40814
2980,29.80000,3853.09896
2981,29.81000,3860.80516
2982,29.82000,3868.52677
2983,29.83000,3876.26382
2984,29.84000,3884.01635
2985,29.85000,3891.78438
2986,29.86000,3899.56795
2987,29.87000,3907.36709
2988,29.88000,3915.18182
2989,29.89000,3923.01218
2990,29.90000,3930.85821
2991,29.91000,3938.71992
2992,29.92000,3946.59736
2993,29.93000,3954.49056
2994,29.94000,3962.39954
2995,29.95000,3970.32434
2996,29.96000,3978.26499
2997,29.97000,3986.22152
2998,29.98000,3994.19396
2999,29.99000,4002.18235
3000,30.00000,4010.18671
3001,30.01000,4018.20709
3002,30.02000,4026.24350
3003,30.03000,4034.29599
3004,30.04000,4042.36458
3005,30.05000,4050.44931
3006,30.06000,4058.55021
3007,30.07000,4066.66731
3008,30.08000,4074.80064
3009,30.09000,4082.95024
3010,30.10000,4091.11614
3011,30.11000,4099.29838
3012,30.12000,4107.49697
3013,30.13000,4115.71197
3014,30.14000,4123.94339
3015,30.15000,4132.19128
3016,30.16000,4140.45566
3017,30.17000,4148.73657
3018,30.18000,4157.03404
3019,30.19000,4165.34811
3020,30.20000,4173.67881
3021,30.21000,4182.02617
3022,30.22000,4190.39022
3023,30.23000,4198.77100
3024,30.24000,4207.16854
3025,30.25000,4215.58288
3026,30.26000,4224.01404
3027,30.27000,4232.46207
3028,30.28000,4240.92700
3029,30.29000,4249.40885
3030,30.30000,4257.90767
3031,30.31000,4266.42348
3032,30.32000,4274.95633
3033,30.33000,4283.50624
3034,30.34000,4292.07326
3035,30.35000,4300.65740
3036,30.36000,4309.25872
3037,30.37000,4317.87723
3038,30.38000,4326.51299
3039,30.39000,4335.16601
3040,30.40000,4343.83635
3041,30.41000,4352.52402
3042,30.42000,4361.22907
3043,30.43000,4369.95153
3044,30.44000,4378.69143
3045,30.45000,4387.44881
3046,30.46000,4396.22371
3047,30.47000,4405.01616
3048,30.48000,4413.82619
3049,30.49000,4422.65384
3050,30.50000,4431.49915
3051,30.51000,4440.36215
3052,30.52000,4449.24287
3053,30.53000,4458.14136
3054,30.54000,4467.05764
3055,30.55000,4475.99176
3056,30.56000,4484.94374
3057,30.57000,4493.91363
3058,30.58000,4502.90145
3059,30.59000,4511.90726
3060,30.60000,4520.93107
3061,30.61000,4529.97293
3062,30.62000,4539.03288
3063,30.63000,4548.11094
3064,30.64000,4557.20717
3065,30.65000,4566.32158
3066,30.66000,4575.45422
3067,30.67000,4584.60513
3068,30.68000,4593.77434
3069,30.69000,4602.96189
3070,30.70000,4612.16782
3071,30.71000,4621.39215
3072,30.72000,4630.63494
3073,30.73000,4639.89621
3074,30.74000,4649.17600
3075,30.75000,4658.47435
3076,30.76000,4667.79130
3077,30.77000,4677.12688
3078,30.78000,4686.48113
3079,30.79000,4695.85410
3080,30.80000,4705.24581
3081,30.81000,4714.65630
3082,30.82000,4724.08561
3083,30.83000,4733.53378
3084,30.84000,4743.00085
3085,30.85000,4752.48685
3086,30.86000,4761.99182
3087,30.87000,4771.51581
3088,30.88000,4781.05884
3089,30.89000,4790.62096
3090,30.90000,4800.20220
3091,30.91000,4809.80260
3092,30.92000,4819.42221
3093,30.93000,4829.06105
3094,30.94000,4838.71917
3095,30.95000,4848.39661
3096,30.96000,4858.09341
3097,30.97000,4867.80959
3098,30.98000,4877.54521
3099,30.99000,4887.30030
3100,31.00000,4897.07490
3101,31.01000,4906.86905
3102,31.02000,4916.68279
3103,31.03000,4926.51616
3104,31.04000,4936.36919
3105,31.05000,4946.24193
3106,31.06000,4956.13441
3107,31.07000,4966.04668
3108,31.08000,4975.97877
3109,31.09000,4985.93073
3110,31.10000,4995.90259
3111,31.11000,5005.89440
3112,31.12000,5015.90619
3113,31.13000,5025.93800
3114,31.14000,5035.98987
3115,31.15000,5046.06185
3116,31.16000,5056.15398
3117,31.17000,5066.26629
3118,31.18000,5076.39882
3119,31.19000,5086.55162
3120,31.20000,5096.72472
3121,31.21000,5106.91817
3122,31.22000,5117.13201
3123,31.23000,5127.36627
3124,31.24000,5137.62100
3125,31.25000,5147.89624
3126,31.26000,5158.19204
3127,31.27000,5168.50842
3128,31.28000,5178.84544
3129,31.29000,5189.20313
3130,31.30000,5199.58153
3131,31.31000,5209.98070
3132,31.32000,5220.40066
3133,31.33000,5230.84146
3134,31.34000,5241.30314
3135,31.35000,5251.78575
3136,31.36000,5262.28932
3137,31.37000,5272.81390
3138,31.38000,5283.35953
3139,31.39000,5293.92625
3140,31.40000,5304.51410
3141,31.41000,5315.12313
3142,31.42000,5325.75337
3143,31.43000,5336.40488
3144,31.44000,5347.07769
3145,31.45000,5357.77185
3146,31.46000,5368.48739
3147,31.47000,5379.22436
3148,31.48000,5389.98281
3149,31.49000,5400.76278
3150,31.50000,5411.56430
3151,31.51000,5422.38743
3152,31.52000,5433.23221
3153,31.53000,5444.09867
3154,31.54000,5454.98687
3155,31.55000,5465.89684
3156,31.56000,5476.82864
3157,31.57000,5487.78229
3158,31.58000,5498.75786
3159,31.59000,5509.75537
3160,31.60000,5520.77488
3161,31.61000,5531.81643
3162,31.62000,5542.88007
3163,31.63000,5553.96583
3164,31.64000,5565.07376
3165,31.65000,5576.20391
3166,31.66000,5587.35631
3167,31.67000,5598.53103
3168,31.68000,5609.72809
3169,31.69000,5620.94755
3170,31.70000,5632.18944
3171,31.71000,5643.45382
3172,31.72000,5654.74073
3173,31.73000,5666.05021
3174,31.74000,5677.38231
3175,31.75000,5688.73707
3176,31.76000,5700.11455
3177,31.77000,5711.51478
3178,31.78000,5722.93781
3179,31.79000,5734.38368
3180,31.80000,5745.85245
3181,31.81000,5757.34415
3182,31.82000,5768.85884
3183,31.83000,5780.39656
3184,31.84000,5791.95735
3185,31.85000,5803.54127
3186,31.86000,5815.14835
3187,31.87000,5826.77865
3188,31.88000,5838.43220
3189,31.89000,5850.10907
3190,31.90000,5861.80929
3191,31.91000,5873.53291
3192,31.92000,5885.27997
3193,31.93000,5897.05053
3194,31.94000,5908.84463
3195,31.95000,5920.66232
3196,31.96000,5932.50365
3197,31.97000,5944.36865
3198,31.98000,5956.25739
3199,31.99000,5968.16991
3200,32.00000,5980.10625
3201,32.01000,5992.06646
3202,32.02000,6004.05059
3203,32.03000,6016.05869
3204,32.04000,6028.09081
3205,32.05000,6040.14699
3206,32.06000,6052.22728
3207,32.07000,6064.33174
3208,32.08000,6076.46040
3209,32.09000,6088.61332
3210,32.10000,6100.79055
3211,32.11000,6112.99213
3212,32.12000,6125.21812
3213,32.13000,6137.46855
3214,32.14000,6149.74349
3215,32.15000,6162.04298
3216,32.16000,6174.36706
3217,32.17000,6186.71580
3218,32.18000,6199.08923
3219,32.19000,6211.48741
3220,32.20000,6223.91038
3221,32.21000,6236.35820
3222,32.22000,6248.83092
3223,32.23000,6261.32858
3224,32.24000,6273.85124
3225,32.25000,6286.39894
3226,32.26000,6298.97174
3227,32.27000,6311.56968
3228,32.28000,6324.19282
3229,32.29000,6336.84121
3230,32.30000,6349.51489
3231,32.31000,6362.21392
3232,32.32000,6374.93835
3233,32.33000,6387.68822
3234,32.34000,6400.46360
3235,32.35000,6413.26453
3236,32.36000,6426.09106
3237,32.37000,6438.94324
3238,32.38000,6451.82112
3239,32.39000,6464.72477
3240,32.40000,6477.65422
3241,32.41000,6490.60952
3242,32.42000,6503.59074
3243,32.43000,6516.59792
3244,32.44000,6529.63112
3245,32.45000,6542.69038
3246,32.46000,6555.77576
3247,32.47000,6568.88732
3248,32.48000,6582.02509
3249,32.49000,6595.18914
3250,32.50000,6608.37952
3251,32.51000,6621.59628
3252,32.52000,6634.83947
3253,32.53000,6648.10915
3254,32.54000,6661.40537
3255,32.55000,6674.72818
3256,32.56000,6688.07763
3257,32.57000,6701.45379
3258,32.58000,6714.85670
3259,32.59000,6728.28641
3260,32.60000,6741.74298
3261,32.61000,6755.22647
3262,32.62000,6768.73692
3263,32.63000,6782.27440
3264,32.64000,6795.83894
3265,32.65000,6809.43062
3266,32.66000,6823.04948
3267,32.67000,6836.69558
3268,32.68000,6850.36897
3269,32.69000,6864.06971
3270,32.70000,6877.79785
3271,32.71000,6891.55345
3272,32.72000,6905.33655
3273,32.73000,6919.14723
3274,32.74000,6932.98552
3275,32.75000,6946.85149
3276,32.76000,6960.74520
3277,32.77000,6974.66669
3278,32.78000,6988.61602
3279,32.79000,7002.59325
3280,32.80000,7016.59844
3281,32.81000,7030.63163
3282,32.82000,7044.69290
3283,32.83000,7058.78228
3284,32.84000,7072.89985
3285,32.85000,7087.04565
3286,32.86000,7101.21974
3287,32.87000,7115.42218
3288,32.88000,7129.65302
3289,32.89000,7143.91233
3290,32.90000,7158.20015
3291,32.91000,7172.51655
3292,32.92000,7186.86159
3293,32.93000,7201.23531
3294,32.94000,7215.63778
3295,32.95000,7230.06906
3296,32.96000,7244.52919
3297,32.97000,7259.01825
3298,32.98000,7273.53629
3299,32.99000,7288.08336
3300,33.00000,7302.65953
3301,33.01000,7317.26485
3302,33.02000,7331.89938
3303,33.03000,7346.56318
3304,33.04000,7361.25630
3305,33.05000,7375.97882
3306,33.06000,7390.73077
3307,33.07000,7405.51223
3308,33.08000,7420.32326
3309,33.09000,7435.16391
3310,33.10000,7450.03423
3311,33.11000,7464.93430
3312,33.12000,7479.86417
3313,33.13000,7494.82390
3314,33.14000,7509.81355
3315,33.15000,7524.83317
3316,33.16000,7539.88284
3317,33.17000,7554.96261
3318,33.18000,7570.07253
3319,33.19000,7585.21268
3320,33.20000,7600.38310
3321,33.21000,7615.58387
3322,33.22000,7630.81504
3323,33.23000,7646.07667
3324,33.24000,7661.36882
3325,33.25000,7676.69156
3326,33.26000,7692.04494
3327,33.27000,7707.42903
3328,33.28000,7722.84389
3329,33.29000,7738.28958
3330,33.30000,7753.76615
3331,33.31000,7769.27369
3332,33.32000,7784.81223
3333,33.33000,7800.38186
3334,33.34000,7815.98262
3335,33.35000,7831.61459
3336,33.36000,7847.27782
3337,33.37000,7862.97237
3338,33.38000,7878.69832
3339,33.39000,7894.45571
3340,33.40000,7910.24462
3341,33.41000,7926.06511
3342,33.42000,7941.91724
3343,33.43000,7957.80108
3344,33.44000,7973.71668
3345,33.45000,7989.66411
3346,33.46000,8005.64344
3347,33.47000,8021.65473
3348,33.48000,8037.69804
3349,33.49000,8053.77344
3350,33.50000,8069.88098
3351,33.51000,8086.02074
3352,33.52000,8102.19279
3353,33.53000,8118.39717
3354,33.54000,8134.63397
3355,33.55000,8150.90323
3356,33.56000,8167.20504
3357,33.57000,8183.53945
3358,33.58000,8199.90653
3359,33.59000,8216.30634
3360,33.60000,8232.73895
3361,33.61000,8249.20443
3362,33.62000,8265.70284
3363,33.63000,8282.23425
3364,33.64000,8298.79872
3365,33.65000,8315.39631
3366,33.66000,8332.02711
3367,33.67000,8348.69116
3368,33.68000,8365.38854
3369,33.69000,8382.11932
3370,33.70000,8398.88356
3371,33.71000,8415.68132
3372,33.72000,8432.51269
3373,33.73000,8449.37771
3374,33.74000,8466.27647
3375,33.75000,8483.20902
3376,33.76000,8500.17544
3377,33.77000,8517.17579
3378,33.78000,8534.21014
3379,33.79000,8551.27856
3380,33.80000,8568.38112
3381,33.81000,8585.51788
3382,33.82000,8602.68892
3383,33.83000,8619.89429
3384,33.84000,8637.13408
3385,33.85000,8654.40835
3386,33.86000,8671.71717
3387,33.87000,8689.06060
3388,33.88000,8706.43872
3389,33.89000,8723.85160
3390,33.90000,8741.29930
3391,33.91000,8758.78190
3392,33.92000,8776.29947
3393,33.93000,8793.85207
3394,33.94000,8811.43977
3395,33.95000,8829.06265
3396,33.96000,8846.72077
3397,33.97000,8864.41422
3398,33.98000,8882.14304
3399,33.99000,8899.90733
3400,34.00000,8917.70715
3401,34.01000,8935.54256
3402,34.02000,8953.41365
3403,34.03000,8971.32047
3404,34.04000,8989.26311
3405,34.05000,9007.24164
3406,34.06000,9025.25612
3407,34.07000,9043.30664
3408,34.08000,9061.39325
3409,34.09000,9079.51603
3410,34.10000,9097.67507
3411,34.11000,9115.87042
3412,34.12000,9134.10216
3413,34.13000,9152.37036
3414,34.14000,9170.67510
3415,34.15000,9189.01645
3416,34.16000,9207.39449
3417,34.17000,9225.80927
3418,34.18000,9244.26089
3419,34.19000,9262.74942
3420,34.20000,9281.27491
3421,34.21000,9299.83746
3422,34.22000,9318.43714
3423,34.23000,9337.07401
3424,34.24000,9355.74816
3425,34.25000,9374.45966
3426,34.26000,9393.20858
3427,34.27000,9411.99499
3428,34.28000,9430.81898
3429,34.29000,9449.68062
3430,34.30000,9468.57998
3431,34.31000,9487.51714
3432,34.32000,9506.49218
3433,34.33000,9525.50516
3434,34.34000,9544.55617
3435,34.35000,9563.64528
3436,34.36000,9582.77258
3437,34.37000,9601.93812
3438,34.38000,9621.14200
3439,34.39000,9640.38428
3440,34.40000,9659.66505
3441,34.41000,9678.98438
3442,34.42000,9698.34235
3443,34.43000,9717.73903
3444,34.44000,9737.17451
3445,34.45000,9756.64886
3446,34.46000,9776.16216
3447,34.47000,9795.71448
3448,34.48000,9815.30591
3449,34.49000,9834.93652
3450,34.50000,9854.60640
3451,34.51000,9874.31561
3452,34.52000,9894.06424
3453,34.53000,9913.85237
3454,34.54000,9933.68007
3455,34.55000,9953.54743
3456,34.56000,9973.45453
3457,34.57000,9993.40144
3458,34.58000,10013.38824
3459,34.59000,10033.41502
3460,34.60000,10053.48185
3461,34.61000,10073.58881
3462,34.62000,10093.73599
3463,34.63000,10113.92346
3464,34.64000,10134.15131
3465,34.65000,10154.41961
3466,34.66000,10174.72845
3467,34.67000,10195.07791
3468,34.68000,10215.46806
3469,34.69000,10235.89900
3470,34.70000,10256.37080
3471,34.71000,10276.88354
3472,34.72000,10297.43730
3473,34.73000,10318.03218
3474,34.74000,10338.66824
3475,34.75000,10359.34558
3476,34.76000,10380.06427
3477,34.77000,10400.82440
3478,34.78000,10421.62605
3479,34.79000,10442.46930
3480,34.80000,10463.35424
3481,34.81000,10484.28095
3482,34.82000,10505.24951
3483,34.83000,10526.26001
3484,34.84000,10547.31253
3485,34.85000,10568.40715
3486,34.86000,10589.54397
3487,34.87000,10610.72306
3488,34.88000,10631.94450
3489,34.89000,10653.20839
3490,34.90000,10674.51481
3491,34.91000,10695.86384
3492,34.92000,10717.25556
3493,34.93000,10738.69008
3494,34.94000,10760.16746
3495,34.95000,10781.68779
3496,34.96000,10803.25117
3497,34.97000,10824.85767
3498,34.98000,10846.50738
3499,34.99000,10868.20040
3500,35.00000,10889.93680
3501,35.01000,10911.71667
3502,35.02000,10933.54011
3503,35.03000,10955.40719
3504,35.04000,10977.31800
3505,35.05000,10999.27264
3506,35.06000,11021.27118
3507,35.07000,11043.31372
3508,35.08000,11065.40035
3509,35.09000,11087.53115
3510,35.10000,11109.70621
3511,35.11000,11131.92563
3512,35.12000,11154.18948
3513,35.13000,11176.49786
3514,35.14000,11198.85085
3515,35.15000,11221.24855
3516,35.16000,11243.69105
3517,35.17000,11266.17843
3518,35.18000,11288.71079
3519,35.19000,11311.28821
3520,35.20000,11333.91079
3521,35.21000,11356.57861
3522,35.22000,11379.29177
3523,35.23000,11402.05035
3524,35.24000,11424.85445
3525,35.25000,11447.70416
3526,35.26000,11470.59957
3527,35.27000,11493.54077
3528,35.28000,11516.52785
3529,35.29000,11539.56091
3530,35.30000,11562.64003
3531,35.31000,11585.76531
3532,35.32000,11608.93684
3533,35.33000,11632.15471
3534,35.34000,11655.41902
3535,35.35000,11678.72986
3536,35.36000,11702.08732
3537,35.37000,11725.49149
3538,35.38000,11748.94248
3539,35.39000,11772.44036
3540,35.40000,11795.98524
3541,35.41000,11819.57721
3542,35.42000,11843.21637
3543,35.43000,11866.90280
3544,35.44000,11890.63661
3545,35.45000,11914.41788
3546,35.46000,11938.24671
3547,35.47000,11962.12321
3548,35.48000,11986.04745
3549,35.49000,12010.01955
3550,35.50000,12034.03959
3551,35.51000,12058.10767
3552,35.52000,12082.22388
3553,35.53000,12106.38833
3554,35.54000,12130.60111
3555,35.55000,12154.86231
3556,35.56000,12179.17203
3557,35.57000,12203.53038
3558,35.58000,12227.93744
3559,35.59000,12252.39331
3560,35.60000,12276.89810
3561,35.61000,12301.45190
3562,35.62000,12326.05480
3563,35.63000,12350.70691
3564,35.64000,12375.40832
3565,35.65000,12400.15914
3566,35.66000,12424.95946
3567,35.67000,12449.80938
3568,35.68000,12474.70900
3569,35.69000,12499.65841
3570,35.70000,12524.65773
3571,35.71000,12549.70705
3572,35.72000,12574.80646
3573,35.73000,12599.95607
3574,35.74000,12625.15599
3575,35.75000,12650.40630
3576,35.76000,12675.70711
3577,35.77000,12701.05852
3578,35.78000,12726.46064
3579,35.79000,12751.91356
3580,35.80000,12777.41739
3581,35.81000,12802.97222
