,Time,N
5019,50.19000,226513.64320
5020,50.20000,226966.67048
5021,50.21000,227420.60382
5022,50.22000,227875.44503
5023,50.23000,228331.19592
5024,50.24000,228787.85831
5025,50.25000,229245.43403
5026,50.26000,229703.92490
5027,50.27000,230163.33275
5028,50.28000,230623.65941
5029,50.29000,231084.90673
5030,50.30000,231547.07654
5031,50.31000,232010.17070
5032,50.32000,232474.19104
5033,50.33000,232939.13942
5034,50.34000,233405.01770
5035,50.35000,233871.82774
5036,50.36000,234339.57139
5037,50.37000,234808.25053
5038,50.38000,235277.86703
5039,50.39000,235748.42277
5040,50.40000,236219.91961
5041,50.41000,236692.35945
5042,50.42000,237165.74417
5043,50.43000,237640.07566
5044,50.44000,238115.35581
5045,50.45000,238591.58652
5046,50.46000,239068.76970
5047,50.47000,239546.90724
5048,50.48000,240026.00105
5049,50.49000,240506.05305
5050,50.50000,240987.06516
5051,50.51000,241469.03929
5052,50.52000,241951.97737
5053,50.53000,242435.88132
5054,50.54000,242920.75309
5055,50.55000,243406.59459
5056,50.56000,243893.40778
5057,50.57000,244381.19460
5058,50.58000,244869.95699
5059,50.59000,245359.69690
5060,50.60000,245850.41629
5061,50.61000,246342.11713
5062,50.62000,246834.80136
5063,50.63000,247328.47096
5064,50.64000,247823.12790
5065,50.65000,248318.77416
5066,50.66000,248815.41171
5067,50.67000,249313.04253
5068,50.68000,249811.66862
5069,50.69000,250311.29195
5070,50.70000,250811.91454
5071,50.71000,251313.53837
5072,50.72000,251816.16544
5073,50.73000,252319.79778
5074,50.74000,252824.43737
5075,50.75000,253330.08625
5076,50.76000,253836.74642
5077,50.77000,254344.41991
5078,50.78000,254853.10875
5079,50.79000,255362.81497
5080,50.80000,255873.54060
5081,50.81000,256385.28768
5082,50.82000,256898.05825
5083,50.83000,257411.85437
5084,50.84000,257926.67808
5085,50.85000,258442.53144
5086,50.86000,258959.41650
5087,50.87000,259477.33533
5088,50.88000,259996.29000
5089,50.89000,260516.28258
5090,50.90000,261037.31515
5091,50.91000,261559.38978
5092,50.92000,262082.50856
5093,50.93000,262606.67357
5094,50.94000,263131.88692
5095,50.95000,263658.15070
5096,50.96000,264185.46700
5097,50.97000,264713.83793
5098,50.98000,265243.26561
5099,50.99000,265773.75214
5100,51.00000,266305.29964
5101,51.01000,266837.91024
5102,51.02000,267371.58606
5103,51.03000,267906.32923
5104,51.04000,268442.14189
5105,51.05000,268979.02618
5106,51.06000,269516.98423
5107,51.07000,270056.01820
5108,51.08000,270596.13023
5109,51.09000,271137.32249
5110,51.10000,271679.59714
5111,51.11000,272222.95633
5112,51.12000,272767.40225
5113,51.13000,273312.93705
5114,51.14000,273859.56292
5115,51.15000,274407.28205
5116,51.16000,274956.09661
5117,51.17000,275506.00881
5118,51.18000,276057.02083
5119,51.19000,276609.13487
5120,51.20000,277162.35314
5121,51.21000,277716.67784
5122,51.22000,278272.11120
5123,51.23000,278828.65542
5124,51.24000,279386.31273
5125,51.25000,279945.08536
5126,51.26000,280504.97553
5127,51.27000,281065.98548
5128,51.28000,281628.11745
5129,51.29000,282191.37369
5130,51.30000,282755.75643
5131,51.31000,283321.26795
5132,51.32000,283887.91048
5133,51.33000,284455.68630
5134,51.34000,285024.59767
5135,51.35000,285594.64687
5136,51.36000,286165.83616
5137,51.37000,286738.16784
5138,51.38000,287311.64417
5139,51.39000,287886.26746
5140,51.40000,288462.04000
5141,51.41000,289038.96408
5142,51.42000,289617.04200
5143,51.43000,290196.27609
5144,51.44000,290776.66864
5145,51.45000,291358.22198
5146,51.46000,291940.93842
5147,51.47000,292524.82030
5148,51.48000,293109.86994
5149,51.49000,293696.08968
5150,51.50000,294283.48186
5151,51.51000,294872.04882
5152,51.52000,295461.79292
5153,51.53000,296052.71650
5154,51.54000,296644.82194
5155,51.55000,297238.11158
5156,51.56000,297832.58780
5157,51.57000,298428.25298
5158,51.58000,299025.10949
5159,51.59000,299623.15971
5160,51.60000,300222.40602
5161,51.61000,300822.85084
5162,51.62000,301424.49654
5163,51.63000,302027.34553
5164,51.64000,302631.40022
5165,51.65000,303236.66302
5166,51.66000,303843.13635
5167,51.67000,304450.82262
5168,51.68000,305059.72427
5169,51.69000,305669.84372
5170,51.70000,306281.18340
5171,51.71000,306893.74577
5172,51.72000,307507.53326
5173,51.73000,308122.54833
5174,51.74000,308738.79342
5175,51.75000,309356.27101
5176,51.76000,309974.98355
5177,51.77000,310594.93352
5178,51.78000,311216.12339
5179,51.79000,311838.55563
5180,51.80000,312462.23275
5181,51.81000,313087.15721
5182,51.82000,313713.33153
5183,51.83000,314340.75819
5184,51.84000,314969.43970
5185,51.85000,315599.37858
5186,51.86000,316230.57734
5187,51.87000,316863.03850
5188,51.88000,317496.76457
5189,51.89000,318131.75810
5190,51.90000,318768.02162
5191,51.91000,319405.55766
5192,51.92000,320044.36878
5193,51.93000,320684.45751
5194,51.94000,321325.82643
5195,51.95000,321968.47808
5196,51.96000,322612.41504
5197,51.97000,323257.63987
5198,51.98000,323904.15515
5199,51.99000,324551.96346
5200,52.00000,325201.06739
5201,52.01000,325851.46952
5202,52.02000,326503.17246
5203,52.03000,327156.17880
5204,52.04000,327810.49116
5205,52.05000,328466.11214
5206,52.06000,329123.04437
5207,52.07000,329781.29046
5208,52.08000,330440.85304
5209,52.09000,331101.73474
5210,52.10000,331763.93821
5211,52.11000,332427.46609
5212,52.12000,333092.32102
5213,52.13000,333758.50566
5214,52.14000,334426.02268
5215,52.15000,335094.87472
5216,52.16000,335765.06447
5217,52.17000,336436.59460
5218,52.18000,337109.46779
5219,52.19000,337783.68672
5220,52.20000,338459.25410
5221,52.21000,339136.17261
5222,52.22000,339814.44495
5223,52.23000,340494.07384
5224,52.24000,341175.06199
5225,52.25000,341857.41211
5226,52.26000,342541.12694
5227,52.27000,343226.20919
5228,52.28000,343912.66161
5229,52.29000,344600.48693
5230,52.30000,345289.68791
5231,52.31000,345980.26728
5232,52.32000,346672.22782
5233,52.33000,347365.57227
5234,52.34000,348060.30342
5235,52.35000,348756.42402
5236,52.36000,349453.93687
5237,52.37000,350152.84475
5238,52.38000,350853.15043
5239,52.39000,351554.85674
5240,52.40000,352257.96645
5241,52.41000,352962.48238
5242,52.42000,353668.40735
5243,52.43000,354375.74416
5244,52.44000,355084.49565
5245,52.45000,355794.66464
5246,52.46000,356506.25397
5247,52.47000,357219.26648
5248,52.48000,357933.70501
5249,52.49000,358649.57242
5250,52.50000,359366.87157
5251,52.51000,360085.60531
5252,52.52000,360805.77652
5253,52.53000,361527.38807
5254,52.54000,362250.44285
5255,52.55000,362974.94373
5256,52.56000,363700.89362
5257,52.57000,364428.29541
5258,52.58000,365157.15200
5259,52.59000,365887.46630
5260,52.60000,366619.24124
5261,52.61000,367352.47972
5262,52.62000,368087.18468
5263,52.63000,368823.35905
5264,52.64000,369561.00577
5265,52.65000,370300.12778
5266,52.66000,371040.72803
5267,52.67000,371782.80949
5268,52.68000,372526.37511
5269,52.69000,373271.42786
5270,52.70000,374017.97071
5271,52.71000,374766.00666
5272,52.72000,375515.53867
5273,52.73000,376266.56975
5274,52.74000,377019.10289
5275,52.75000,377773.14109
5276,52.76000,378528.68737
5277,52.77000,379285.74475
5278,52.78000,380044.31624
5279,52.79000,380804.40487
5280,52.80000,381566.01368
5281,52.81000,382329.14571
5282,52.82000,383093.80400
5283,52.83000,383859.99161
5284,52.84000,384627.71159
5285,52.85000,385396.96701
5286,52.86000,386167.76095
5287,52.87000,386940.09647
5288,52.88000,387713.97666
5289,52.89000,388489.40462
5290,52.90000,389266.38343
5291,52.91000,390044.91619
5292,52.92000,390825.00602
5293,52.93000,391606.65604
5294,52.94000,392389.86935
5295,52.95000,393174.64909
5296,52.96000,393960.99839
5297,52.97000,394748.92038
5298,52.98000,395538.41822
5299,52.99000,396329.49506
5300,53.00000,397122.15405
5301,53.01000,397916.39836
5302,53.02000,398712.23115
5303,53.03000,399509.65562
5304,53.04000,400308.67493
5305,53.05000,401109.29228
5306,53.06000,401911.51086
5307,53.07000,402715.33388
5308,53.08000,403520.76455
5309,53.09000,404327.80608
5310,53.10000,405136.46169
5311,53.11000,405946.73462
5312,53.12000,406758.62809
5313,53.13000,407572.14534
5314,53.14000,408387.28963
5315,53.15000,409204.06421
5316,53.16000,410022.47234
5317,53.17000,410842.51728
5318,53.18000,411664.20232
5319,53.19000,412487.53072
5320,53.20000,413312.50579
5321,53.21000,414139.13080
5322,53.22000,414967.40906
5323,53.23000,415797.34388
5324,53.24000,416628.93856
5325,53.25000,417462.19644
5326,53.26000,418297.12083
5327,53.27000,419133.71508
5328,53.28000,419971.98251
5329,53.29000,420811.92647
5330,53.30000,421653.55032
5331,53.31000,422496.85742
5332,53.32000,423341.85114
5333,53.33000,424188.53484
5334,53.34000,425036.91191
5335,53.35000,425886.98574
5336,53.36000,426738.75971
5337,53.37000,427592.23723
5338,53.38000,428447.42170
5339,53.39000,429304.31654
5340,53.40000,430162.92518
5341,53.41000,431023.25103
5342,53.42000,431885.29753
5343,53.43000,432749.06812
5344,53.44000,433614.56626
5345,53.45000,434481.79539
5346,53.46000,435350.75898
5347,53.47000,436221.46050
5348,53.48000,437093.90342
5349,53.49000,437968.09123
5350,53.50000,438844.02741
5351,53.51000,439721.71547
5352,53.52000,440601.15890
5353,53.53000,441482.36122
5354,53.54000,442365.32594
5355,53.55000,443250.05659
5356,53.56000,444136.55670
5357,53.57000,445024.82982
5358,53.58000,445914.87948
5359,53.59000,446806.70924
5360,53.60000,447700.32265
5361,53.61000,448595.72330
5362,53.62000,449492.91475
5363,53.63000,450391.90058
5364,53.64000,451292.68438
5365,53.65000,452195.26975
5366,53.66000,453099.66028
5367,53.67000,454005.85961
5368,53.68000,454913.87132
5369,53.69000,455823.69907
5370,53.70000,456735.34647
5371,53.71000,457648.81716
5372,53.72000,458564.11479
5373,53.73000,459481.24302
5374,53.74000,460400.20551
5375,53.75000,461321.00592
5376,53.76000,462243.64793
5377,53.77000,463168.13523
5378,53.78000,464094.47150
5379,53.79000,465022.66044
5380,53.80000,465952.70576
5381,53.81000,466884.61117
5382,53.82000,467818.38040
5383,53.83000,468754.01716
5384,53.84000,469691.52519
5385,53.85000,470630.90824
5386,53.86000,471572.17006
5387,53.87000,472515.31440
5388,53.88000,473460.34503
5389,53.89000,474407.26572
5390,53.90000,475356.08025
5391,53.91000,476306.79241
5392,53.92000,477259.40599
5393,53.93000,478213.92480
5394,53.94000,479170.35265
5395,53.95000,480128.69336
5396,53.96000,481088.95075
5397,53.97000,482051.12865
5398,53.98000,483015.23091
5399,53.99000,483981.26137
5400,54.00000,484949.22389
5401,54.01000,485919.12234
5402,54.02000,486890.96058
5403,54.03000,487864.74250
5404,54.04000,488840.47199
5405,54.05000,489818.15293
5406,54.06000,490797.78924
5407,54.07000,491779.38482
5408,54.08000,492762.94359
5409,54.09000,493748.46947
5410,54.10000,494735.96641
5411,54.11000,495725.43835
5412,54.12000,496716.88922
5413,54.13000,497710.32300
5414,54.14000,498705.74365
5415,54.15000,499703.15513
5416,54.16000,500702.56144
5417,54.17000,501703.96657
5418,54.18000,502707.37450
5419,54.19000,503712.78925
5420,54.20000,504720.21483
5421,54.21000,505729.65526
5422,54.22000,506741.11457
5423,54.23000,507754.59680
5424,54.24000,508770.10599
5425,54.25000,509787.64620
5426,54.26000,510807.22149
5427,54.27000,511828.83594
5428,54.28000,512852.49361
5429,54.29000,513878.19860
5430,54.30000,514905.95499
5431,54.31000,515935.76690
5432,54.32000,516967.63844
5433,54.33000,518001.57371
5434,54.34000,519037.57686
5435,54.35000,520075.65202
5436,54.36000,521115.80332
5437,54.37000,522158.03493
5438,54.38000,523202.35100
5439,54.39000,524248.75570
5440,54.40000,525297.25321
5441,54.41000,526347.84772
5442,54.42000,527400.54341
5443,54.43000,528455.34450
5444,54.44000,529512.25519
5445,54.45000,530571.27970
5446,54.46000,531632.42226
5447,54.47000,532695.68710
5448,54.48000,533761.07848
5449,54.49000,534828.60063
5450,54.50000,535898.25783
5451,54.51000,536970.05435
5452,54.52000,538043.99446
5453,54.53000,539120.08245
5454,54.54000,540198.32261
5455,54.55000,541278.71926
5456,54.56000,542361.27670
5457,54.57000,543445.99925
5458,54.58000,544532.89125
5459,54.59000,545621.95703
5460,54.60000,546713.20094
5461,54.61000,547806.62735
5462,54.62000,548902.24060
5463,54.63000,550000.04508
5464,54.64000,551100.04517
5465,54.65000,552202.24526
5466,54.66000,553306.64975
5467,54.67000,554413.26305
5468,54.68000,555522.08958
5469,54.69000,556633.13376
5470,54.70000,557746.40003
5471,54.71000,558861.89283
5472,54.72000,559979.61661
5473,54.73000,561099.57584
5474,54.74000,562221.77500
5475,54.75000,563346.21855
5476,54.76000,564472.91098
5477,54.77000,565601.85681
5478,54.78000,566733.06052
5479,54.79000,567866.52664
5480,54.80000,569002.25969
5481,54.81000,570140.26421
5482,54.82000,571280.54474
5483,54.83000,572423.10583
5484,54.84000,573567.95204
5485,54.85000,574715.08795
5486,54.86000,575864.51812
5487,54.87000,577016.24716
5488,54.88000,578170.27965
5489,54.89000,579326.62021
5490,54.90000,580485.27345
5491,54.91000,581646.24400
5492,54.92000,582809.53649
5493,54.93000,583975.15556
5494,54.94000,585143.10587
5495,54.95000,586313.39208
5496,54.96000,587486.01887
5497,54.97000,588660.99091
5498,54.98000,589838.31289
5499,54.99000,591017.98951
5500,55.00000,592200.02549
5501,55.01000,593384.42554
5502,55.02000,594571.19439
5503,55.03000,595760.33678
5504,55.04000,596951.85746
5505,55.05000,598145.76117
5506,55.06000,599342.05269
5507,55.07000,600540.73680
5508,55.08000,601741.81827
5509,55.09000,602945.30191
5510,55.10000,604151.19251
5511,55.11000,605359.49490
5512,55.12000,606570.21389
5513,55.13000,607783.35432
5514,55.14000,608998.92102
5515,55.15000,610216.91887
5516,55.16000,611437.35270
5517,55.17000,612660.22741
5518,55.18000,613885.54786
5519,55.19000,615113.31896
5520,55.20000,616343.54560
5521,55.21000,617576.23269
5522,55.22000,618811.38515
5523,55.23000,620049.00792
5524,55.24000,621289.10594
5525,55.25000,622531.68415
5526,55.26000,623776.74752
5527,55.27000,625024.30102
5528,55.28000,626274.34962
5529,55.29000,627526.89832
5530,55.30000,628781.95211
5531,55.31000,630039.51602
5532,55.32000,631299.59505
5533,55.33000,632562.19424
5534,55.34000,633827.31863
5535,55.35000,635094.97327
5536,55.36000,636365.16321
5537,55.37000,637637.89354
5538,55.38000,638913.16933
5539,55.39000,640190.99566
5540,55.40000,641471.37766
5541,55.41000,642754.32041
5542,55.42000,644039.82905
5543,55.43000,645327.90871
5544,55.44000,646618.56453
5545,55.45000,647911.80166
5546,55.46000,649207.62526
5547,55.47000,650506.04051
5548,55.48000,651807.05259
5549,55.49000,653110.66670
5550,55.50000,654416.88803
5551,55.51000,655725.72181
5552,55.52000,657037.17325
5553,55.53000,658351.24760
5554,55.54000,659667.95009
5555,55.55000,660987.28599
5556,55.56000,662309.26056
5557,55.57000,663633.87908
5558,55.58000,664961.14684
5559,55.59000,666291.06914
5560,55.60000,667623.65127
5561,55.61000,668958.89858
5562,55.62000,670296.81637
5563,55.63000,671637.41001
5564,55.64000,672980.68483
5565,55.65000,674326.64620
5566,55.66000,675675.29949
5567,55.67000,677026.65009
5568,55.68000,678380.70339
5569,55.69000,679737.46480
5570,55.70000,681096.93972
5571,55.71000,682459.13360
5572,55.72000,683824.05187
5573,55.73000,685191.69998
5574,55.74000,686562.08338
5575,55.75000,687935.20754
5576,55.76000,689311.07796
5577,55.77000,690689.70011
5578,55.78000,692071.07951
5579,55.79000,693455.22167
5580,55.80000,694842.13212
5581,55.81000,696231.81638
5582,55.82000,697624.28001
5583,55.83000,699019.52857
5584,55.84000,700417.56763
5585,55.85000,701818.40276
5586,55.86000,703222.03957
5587,55.87000,704628.48365
5588,55.88000,706037.74062
5589,55.89000,707449.81610
5590,55.90000,708864.71573
5591,55.91000,710282.44516
5592,55.92000,711703.01005
5593,55.93000,713126.41607
5594,55.94000,714552.66890
5595,55.95000,715981.77424
5596,55.96000,717413.73779
5597,55.97000,718848.56527
5598,55.98000,720286.26240
5599,55.99000,721726.83492
5600,56.00000,723170.28859
5601,56.01000,724616.62917
5602,56.02000,726065.86243
5603,56.03000,727517.99415
5604,56.04000,728973.03014
5605,56.05000,730430.97620
5606,56.06000,731891.83815
5607,56.07000,733355.62183
5608,56.08000,734822.33307
5609,56.09000,736291.97774
5610,56.10000,737764.56169
5611,56.11000,739240.09082
5612,56.12000,740718.57100
5613,56.13000,742200.00814
5614,56.14000,743684.40816
5615,56.15000,745171.77697
5616,56.16000,746662.12053
5617,56.17000,748155.44477
5618,56.18000,749651.75566
5619,56.19000,751151.05917
5620,56.20000,752653.36129
5621,56.21000,754158.66801
5622,56.22000,755666.98535
5623,56.23000,757178.31932
5624,56.24000,758692.67596
5625,56.25000,760210.06131
5626,56.26000,761730.48143
5627,56.27000,763253.94239
5628,56.28000,764780.45028
5629,56.29000,766310.01118
5630,56.30000,767842.63120
5631,56.31000,769378.31646
5632,56.32000,770917.07310
5633,56.33000,772458.90724
5634,56.34000,774003.82506
5635,56.35000,775551.83271
5636,56.36000,777102.93637
5637,56.37000,778657.14225
5638,56.38000,780214.45653
5639,56.39000,781774.88544
5640,56.40000,783338.43521
5641,56.41000,784905.11208
5642,56.42000,786474.92231
5643,56.43000,788047.87215
5644,56.44000,789623.96790
5645,56.45000,791203.21583
5646,56.46000,792785.62226
5647,56.47000,794371.19351
5648,56.48000,795959.93590
5649,56.49000,797551.85577
5650,56.50000,799146.95948
5651,56.51000,800745.25340
5652,56.52000,802346.74391
5653,56.53000,803951.43739
5654,56.54000,805559.34027
5655,56.55000,807170.45895
5656,56.56000,808784.79987
5657,56.57000,810402.36947
5658,56.58000,812023.17421
5659,56.59000,813647.22055
5660,56.60000,815274.51499
5661,56.61000,816905.06402
5662,56.62000,818538.87415
5663,56.63000,820175.95190
5664,56.64000,821816.30380
5665,56.65000,823459.93641
5666,56.66000,825106.85629
5667,56.67000,826757.07000
5668,56.68000,828410.58414
5669,56.69000,830067.40531
5670,56.70000,831727.54012
5671,56.71000,833390.99520
5672,56.72000,835057.77719
5673,56.73000,836727.89274
5674,56.74000,838401.34853
5675,56.75000,840078.15122
5676,56.76000,841758.30753
5677,56.77000,843441.82414
5678,56.78000,845128.70779
5679,56.79000,846818.96521
5680,56.80000,848512.60314
5681,56.81000,850209.62834
5682,56.82000,851910.04760
5683,56.83000,853613.86769
5684,56.84000,855321.09543
5685,56.85000,857031.73762
5686,56.86000,858745.80110
5687,56.87000,860463.29270
5688,56.88000,862184.21928
5689,56.89000,863908.58772
5690,56.90000,865636.40490
5691,56.91000,867367.67771
5692,56.92000,869102.41306
5693,56.93000,870840.61789
5694,56.94000,872582.29912
5695,56.95000,874327.46372
5696,56.96000,876076.11865
5697,56.97000,877828.27089
5698,56.98000,879583.92743
5699,56.99000,881343.09528
5700,57.00000,883105.78147
5701,57.01000,884871.99304
5702,57.02000,886641.73702
5703,57.03000,888415.02050
5704,57.04000,890191.85054
5705,57.05000,891972.23424
5706,57.06000,893756.17871
5707,57.07000,895543.69107
5708,57.08000,897334.77845
5709,57.09000,899129.44800
5710,57.10000,900927.70690
5711,57.11000,902729.56231
5712,57.12000,904535.02144
5713,57.13000,906344.09148
5714,57.14000,908156.77967
5715,57.15000,909973.09322
5716,57.16000,911793.03941
5717,57.17000,913616.62549
5718,57.18000,915443.85874
5719,57.19000,917274.74646
5720,57.20000,919109.29595
5721,57.21000,920947.51454
5722,57.22000,922789.40957
5723,57.23000,924634.98839
5724,57.24000,926484.25837
5725,57.25000,928337.22688
5726,57.26000,930193.90134
5727,57.27000,932054.28914
5728,57.28000,933918.39772
5729,57.29000,935786.23451
5730,57.30000,937657.80698
5731,57.31000,939533.12260
5732,57.32000,941412.18884
5733,57.33000,943295.01322
5734,57.34000,945181.60325
5735,57.35000,947071.96645
5736,57.36000,948966.11039
5737,57.37000,950864.04261
5738,57.38000,952765.77069
5739,57.39000,954671.30223
5740,57.40000,956580.64484
5741,57.41000,958493.80613
5742,57.42000,960410.79374
5743,57.43000,962331.61533
5744,57.44000,964256.27856
5745,57.45000,966184.79112
5746,57.46000,968117.16070
5747,57.47000,970053.39502
5748,57.48000,971993.50181
5749,57.49000,973937.48881
5750,57.50000,975885.36379
5751,57.51000,977837.13452
5752,57.52000,979792.80879
5753,57.53000,981752.39440
5754,57.54000,983715.89919
5755,57.55000,985683.33099
5756,57.56000,987654.69765
5757,57.57000,989630.00705
5758,57.58000,991609.26706
5759,57.59000,993592.48560
5760,57.60000,995579.67057
5761,57.61000,997570.82991
5762,57.62000,999565.97157
5763,57.63000,1001565.10351
5764,57.64000,1003568.23372
5765,57.65000,1005575.37019
5766,57.66000,1007586.52093
5767,57.67000,1009601.69397
5768,57.68000,1011620.89736
5769,57.69000,1013644.13915
5770,57.70000,1015671.42743
5771,57.71000,1017702.77029
5772,57.72000,1019738.17583
5773,57.73000,1021777.65218
5774,57.74000,1023821.20748
5775,57.75000,1025868.84990
5776,57.76000,1027920.58760
5777,57.77000,1029976.42877
5778,57.78000,1032036.38163
5779,57.79000,1034100.45439
5780,57.80000,1036168.65530
5781,57.81000,1038240.99261
5782,57.82000,1040317.47460
5783,57.83000,1042398.10955
5784,57.84000,1044482.90577
5785,57.85000,1046571.87158
5786,57.86000,1048665.01532
5787,57.87000,1050762.34535
5788,57.88000,1052863.87004
5789,57.89000,1054969.59778
5790,57.90000,1057079.53698
5791,57.91000,1059193.69605
5792,57.92000,1061312.08344
5793,57.93000,1063434.70761
5794,57.94000,1065561.57703
5795,57.95000,1067692.70018
5796,57.96000,1069828.08558
5797,57.97000,1071967.74175
5798,57.98000,1074111.67723
5799,57.99000,1076259.90059
5800,58.00000,1078412.42039
5801,58.01000,1080569.24523
5802,58.02000,1082730.38372
5803,58.03000,1084895.84449
5804,58.04000,1087065.63618
5805,58.05000,1089239.76745
5806,58.06000,1091418.24698
5807,58.07000,1093601.08348
5808,58.08000,1095788.28565
5809,58.09000,1097979.86222
5810,58.10000,1100175.82194
5811,58.11000,1102376.17359
5812,58.12000,1104580.92593
5813,58.13000,1106790.08778
5814,58.14000,1109003.66796
5815,58.15000,1111221.67530
5816,58.16000,1113444.11865
5817,58.17000,1115671.00688
5818,58.18000,1117902.34890
5819,58.19000,1120138.15360
5820,58.20000,1122378.42990
5821,58.21000,1124623.18676
5822,58.22000,1126872.43314
5823,58.23000,1129126.17800
5824,58.24000,1131384.43036
5825,58.25000,1133647.19922
5826,58.26000,1135914.49362
5827,58.27000,1138186.32260
5828,58.28000,1140462.69525
5829,58.29000,1142743.62064
5830,58.30000,1145029.10788
5831,58.31000,1147319.16610
5832,58.32000,1149613.80443
5833,58.33000,1151913.03204
5834,58.34000,1154216.85810
5835,58.35000,1156525.29182
5836,58.36000,1158838.34240
5837,58.37000,1161156.01909
5838,58.38000,1163478.33113
5839,58.39000,1165805.28779
5840,58.40000,1168136.89836
5841,58.41000,1170473.17216
5842,58.42000,1172814.11850
5843,58.43000,1175159.74674
5844,58.44000,1177510.06623
5845,58.45000,1179865.08637
5846,58.46000,1182224.81654
5847,58.47000,1184589.26617
5848,58.48000,1186958.44471
5849,58.49000,1189332.36159
5850,58.50000,1191711.02632
5851,58.51000,1194094.44837
5852,58.52000,1196482.63727
5853,58.53000,1198875.60254
5854,58.54000,1201273.35375
5855,58.55000,1203675.90045
5856,58.56000,1206083.25226
5857,58.57000,1208495.41876
5858,58.58000,1210912.40960
5859,58.59000,1213334.23442
5860,58.60000,1215760.90289
5861,58.61000,1218192.42469
5862,58.62000,1220628.80954
5863,58.63000,1223070.06716
5864,58.64000,1225516.20729
5865,58.65000,1227967.23971
5866,58.66000,1230423.17419
5867,58.67000,1232884.02054
5868,58.68000,1235349.78858
5869,58.69000,1237820.48815
5870,58.70000,1240296.12913
5871,58.71000,1242776.72139
5872,58.72000,1245262.27483
5873,58.73000,1247752.79938
5874,58.74000,1250248.30498
5875,58.75000,1252748.80159
5876,58.76000,1255254.29919
5877,58.77000,1257764.80779
5878,58.78000,1260280.33741
5879,58.79000,1262800.89808
5880,58.80000,1265326.49988
5881,58.81000,1267857.15288
5882,58.82000,1270392.86718
5883,58.83000,1272933.65292
5884,58.84000,1275479.52022
5885,58.85000,1278030.47926
5886,58.86000,1280586.54022
5887,58.87000,1283147.71330
5888,58.88000,1285714.00873
5889,58.89000,1288285.43675
5890,58.90000,1290862.00762
5891,58.91000,1293443.73164
5892,58.92000,1296030.61910
5893,58.93000,1298622.68034
5894,58.94000,1301219.92570
5895,58.95000,1303822.36555
5896,58.96000,1306430.01028
5897,58.97000,1309042.87030
5898,58.98000,1311660.95604
5899,58.99000,1314284.27795
5900,59.00000,1316912.84651
5901,59.01000,1319546.67220
5902,59.02000,1322185.76555
5903,59.03000,1324830.13708
5904,59.04000,1327479.79735
5905,59.05000,1330134.75695
5906,59.06000,1332795.02646
5907,59.07000,1335460.61651
5908,59.08000,1338131.53775
5909,59.09000,1340807.80082
5910,59.10000,1343489.41642
5911,59.11000,1346176.39526
5912,59.12000,1348868.74805
5913,59.13000,1351566.48554
5914,59.14000,1354269.61851
5915,59.15000,1356978.15775
5916,59.16000,1359692.11407
5917,59.17000,1362411.49830
5918,59.18000,1365136.32129
5919,59.19000,1367866.59393
5920,59.20000,1370602.32712
5921,59.21000,1373343.53178
5922,59.22000,1376090.21884
5923,59.23000,1378842.39928
5924,59.24000,1381600.08408
5925,59.25000,1384363.28424
5926,59.26000,1387132.01081
5927,59.27000,1389906.27484
5928,59.28000,1392686.08738
5929,59.29000,1395471.45956
5930,59.30000,1398262.40248
5931,59.31000,1401058.92728
5932,59.32000,1403861.04514
5933,59.33000,1406668.76723
5934,59.34000,1409482.10476
5935,59.35000,1412301.06897
5936,59.36000,1415125.67111
5937,59.37000,1417955.92245
5938,59.38000,1420791.83430
5939,59.39000,1423633.41797
5940,59.40000,1426480.68480
5941,59.41000,1429333.64617
5942,59.42000,1432192.31346
5943,59.43000,1435056.69809
5944,59.44000,1437926.81149
5945,59.45000,1440802.66511
5946,59.46000,1443684.27044
5947,59.47000,1446571.63898
5948,59.48000,1449464.78226
5949,59.49000,1452363.71182
5950,59.50000,1455268.43925
5951,59.51000,1458178.97613
5952,59.52000,1461095.33408
5953,59.53000,1464017.52475
5954,59.54000,1466945.55980
5955,59.55000,1469879.45092
5956,59.56000,1472819.20982
5957,59.57000,1475764.84824
5958,59.58000,1478716.37793
5959,59.59000,1481673.81069
5960,59.60000,1484637.15831
5961,59.61000,1487606.43263
5962,59.62000,1490581.64549
5963,59.63000,1493562.80878
5964,59.64000,1496549.93440
5965,59.65000,1499543.03427
5966,59.66000,1502542.12034
5967,59.67000,1505547.20458
5968,59.68000,1508558.29899
5969,59.69000,1511575.41559
5970,59.70000,1514598.56642
5971,59.71000,1517627.76355
5972,59.72000,1520663.01908
5973,59.73000,1523704.34512
5974,59.74000,1526751.75381
5975,59.75000,1529805.25731
5976,59.76000,1532864.86783
5977,59.77000,1535930.59756
5978,59.78000,1539002.45876
5979,59.79000,1542080.46368
5980,59.80000,1545164.62460
5981,59.81000,1548254.95385
5982,59.82000,1551351.46376
5983,59.83000,1554454.16669
5984,59.84000,1557563.07502
5985,59.85000,1560678.20117
5986,59.86000,1563799.55757
5987,59.87000,1566927.15669
5988,59.88000,1570061.01100
5989,59.89000,1573201.13302
5990,59.90000,1576347.53529
5991,59.91000,1579500.23036
5992,59.92000,1582659.23082
5993,59.93000,1585824.54928
5994,59.94000,1588996.19838
5995,59.95000,1592174.19078
5996,59.96000,1595358.53916
5997,59.97000,1598549.25624
5998,59.98000,1601746.35475
5999,59.99000,1604949.84746
6000,60.00000,1608159.74716
