#t, S, I, R
2.484940 967.218616 31.568374 1.213010 
2.488586 967.107245 31.675140 1.217615 
2.492234 966.995480 31.782282 1.222238 
2.495882 966.883320 31.889803 1.226878 
2.499532 966.770763 31.997703 1.231534 
2.503182 966.657809 32.105983 1.236207 
2.506834 966.544456 32.214646 1.240898 
2.510486 966.430702 32.323692 1.245606 
2.514139 966.316547 32.433123 1.250330 
2.517794 966.201988 32.542940 1.255073 
2.521449 966.087024 32.653144 1.259832 
2.525105 965.971655 32.763737 1.264609 
2.528762 965.855878 32.874719 1.269403 
2.532421 965.739692 32.986094 1.274215 
2.536080 965.623095 33.097861 1.279044 
2.539740 965.506087 33.210022 1.283891 
2.543401 965.388666 33.322578 1.288756 
2.547063 965.270831 33.435531 1.293638 
2.550726 965.152579 33.548883 1.298538 
2.554390 965.033910 33.662634 1.303456 
2.558055 964.914822 33.776786 1.308393 
2.561721 964.795313 33.891340 1.313347 
2.565388 964.675383 34.006298 1.318319 
2.569055 964.555030 34.121661 1.323309 
2.572724 964.434251 34.237431 1.328318 
2.576394 964.313047 34.353608 1.333345 
2.580064 964.191415 34.470195 1.338390 
2.583736 964.069354 34.587192 1.343454 
2.587409 963.946862 34.704602 1.348536 
2.591082 963.823938 34.822425 1.353637 
2.594757 963.700580 34.940663 1.358757 
2.598432 963.576788 35.059317 1.363895 
2.602109 963.452558 35.178390 1.369052 
2.605786 963.327891 35.297881 1.374228 
2.609464 963.202784 35.417793 1.379423 
2.613143 963.077236 35.538128 1.384636 
2.616824 962.951245 35.658886 1.389869 
2.620505 962.824810 35.780069 1.395121 
2.624187 962.697929 35.901679 1.400392 
2.627870 962.570601 36.023716 1.405683 
2.631554 962.442824 36.146184 1.410993 
2.635239 962.314596 36.269082 1.416322 
2.638925 962.185917 36.392412 1.421671 
2.642612 962.056784 36.516177 1.427039 
2.646299 961.927196 36.640377 1.432427 
2.649988 961.797152 36.765013 1.437835 
2.653678 961.666649 36.890089 1.443262 
2.657368 961.535687 37.015604 1.448709 
2.661060 961.404263 37.141560 1.454177 
2.664753 961.272376 37.267960 1.459664 
2.668446 961.140025 37.394804 1.465171 
2.672140 961.007207 37.522094 1.470699 
2.675836 960.873922 37.649831 1.476246 
2.679532 960.740168 37.778018 1.481814 
2.683229 960.605942 37.906655 1.487403 
2.686928 960.471244 38.035745 1.493012 
2.690627 960.336071 38.165288 1.498641 
2.694327 960.200423 38.295286 1.504291 
2.698028 960.064297 38.425741 1.509962 
2.701730 959.927692 38.556655 1.515653 
2.705433 959.790606 38.688028 1.521366 
2.709137 959.653038 38.819863 1.527099 
2.712841 959.514985 38.952161 1.532853 
2.716547 959.376447 39.084924 1.538629 
2.720254 959.237421 39.218153 1.544425 
2.723961 959.097907 39.351850 1.550243 
2.727670 958.957901 39.486017 1.556082 
2.731380 958.817403 39.620655 1.561942 
2.735090 958.676410 39.755765 1.567824 
2.738801 958.534922 39.891350 1.573728 
2.742514 958.392936 40.027411 1.579653 
2.746227 958.250451 40.163949 1.585600 
2.749941 958.107465 40.300967 1.591568 
2.753656 957.963976 40.438465 1.597559 
2.757373 957.819982 40.576446 1.603571 
2.761090 957.675483 40.714911 1.609606 
2.764808 957.530475 40.853862 1.615663 
2.768527 957.384958 40.993301 1.621741 
2.772246 957.238929 41.133228 1.627843 
2.775967 957.092387 41.273647 1.633966 
2.779689 956.945330 41.414558 1.640112 
2.783412 956.797756 41.555963 1.646281 
2.787135 956.649664 41.697864 1.652472 
2.790860 956.501052 41.840263 1.658686 
2.794586 956.351917 41.983160 1.664922 
2.798312 956.202259 42.126559 1.671182 
2.802039 956.052075 42.270461 1.677464 
2.805768 955.901363 42.414867 1.683770 
2.809497 955.750122 42.559779 1.690099 
2.813227 955.598350 42.705199 1.696451 
2.816959 955.446046 42.851128 1.702826 
2.820691 955.293206 42.997569 1.709225 
2.824424 955.139830 43.144523 1.715647 
2.828158 954.985916 43.291992 1.722093 
2.831893 954.831461 43.439977 1.728562 
2.835629 954.676464 43.588481 1.735055 
2.839366 954.520923 43.737505 1.741572 
2.843103 954.364837 43.887050 1.748113 
2.846842 954.208202 44.037120 1.754678 
2.850582 954.051019 44.187714 1.761267 
2.854322 953.893283 44.338836 1.767880 
2.858064 953.734995 44.490487 1.774518 
2.861806 953.576151 44.642669 1.781180 
2.865550 953.416750 44.795384 1.787866 
2.869294 953.256790 44.948632 1.794577 
2.873040 953.096269 45.102418 1.801313 
2.876786 952.935186 45.256741 1.808073 
2.880533 952.773537 45.411604 1.814859 
2.884282 952.611322 45.567009 1.821669 
2.888031 952.448538 45.722957 1.828504 
2.891781 952.285184 45.879451 1.835365 
2.895532 952.121257 46.036492 1.842250 
2.899284 951.956756 46.194083 1.849161 
2.903037 951.791678 46.352224 1.856098 
2.906791 951.626022 46.510918 1.863059 
2.910546 951.459786 46.670168 1.870047 
2.914302 951.292967 46.829973 1.877060 
2.918058 951.125563 46.990337 1.884099 
2.921816 950.957574 47.151262 1.891164 
2.925575 950.788996 47.312749 1.898255 
2.929334 950.619828 47.474801 1.905372 
2.933095 950.450067 47.637418 1.912515 
2.936857 950.279712 47.800603 1.919684 
2.940619 950.108761 47.964359 1.926880 
2.944382 949.937211 48.128686 1.934103 
2.948147 949.765061 48.293588 1.941351 
2.951912 949.592308 48.459065 1.948627 
2.955679 949.418951 48.625120 1.955929 
2.959446 949.244987 48.791755 1.963259 
2.963214 949.070414 48.958971 1.970615 
2.966983 948.895231 49.126771 1.977998 
2.970754 948.719434 49.295157 1.985409 
2.974525 948.543023 49.464130 1.992847 
2.978297 948.365995 49.633693 2.000312 
2.982070 948.188348 49.803847 2.007805 
2.985844 948.010079 49.974595 2.015325 
2.989619 947.831188 50.145939 2.022873 
2.993395 947.651670 50.317880 2.030449 
2.997172 947.471526 50.490421 2.038053 
3.000950 947.290751 50.663564 2.045685 
3.004729 947.109345 50.837310 2.053345 
3.008508 946.927305 51.011662 2.061033 
3.012289 946.744628 51.186622 2.068750 
3.016071 946.561314 51.362192 2.076495 
3.019854 946.377358 51.538373 2.084268 
3.023638 946.192761 51.715169 2.092071 
3.027422 946.007518 51.892580 2.099902 
3.031208 945.821628 52.070610 2.107762 
3.034995 945.635090 52.249260 2.115651 
3.038782 945.447899 52.428532 2.123569 
3.042571 945.260056 52.608428 2.131516 
3.046360 945.071556 52.788951 2.139493 
3.050151 944.882399 52.970103 2.147499 
3.053942 944.692581 53.151885 2.155534 
3.057735 944.502100 53.334300 2.163600 
3.061528 944.310955 53.517350 2.171695 
3.065323 944.119143 53.701037 2.179820 
3.069118 943.926662 53.885363 2.187975 
3.072915 943.733509 54.070331 2.196160 
3.076712 943.539682 54.255942 2.204375 
3.080511 943.345180 54.442199 2.212621 
3.084310 943.149999 54.629104 2.220897 
3.088111 942.954137 54.816659 2.229204 
3.091912 942.757593 55.004866 2.237541 
3.095714 942.560363 55.193728 2.245909 
3.099518 942.362446 55.383246 2.254308 
3.103322 942.163838 55.573423 2.262738 
3.107128 941.964539 55.764261 2.271200 
3.110934 941.764545 55.955763 2.279692 
3.114741 941.563854 56.147929 2.288216 
3.118550 941.362464 56.340764 2.296772 
3.122359 941.160372 56.534268 2.305359 
3.126170 940.957577 56.728445 2.313978 
3.129981 940.754075 56.923296 2.322629 
3.133793 940.549864 57.118824 2.331312 
3.137607 940.344942 57.315031 2.340027 
3.141421 940.139307 57.511919 2.348774 
3.145237 939.932956 57.709490 2.357554 
3.149053 939.725886 57.907748 2.366366 
3.152870 939.518096 58.106693 2.375210 
3.156689 939.309583 58.306329 2.384088 
3.160508 939.100344 58.506658 2.392998 
3.164329 938.890377 58.707682 2.401942 
3.168150 938.679679 58.909403 2.410918 
3.171973 938.468249 59.111823 2.419928 
3.175796 938.256083 59.314946 2.428971 
3.179621 938.043180 59.518773 2.438047 
3.183447 937.829536 59.723307 2.447158 
3.187273 937.615149 59.928550 2.456302 
3.191101 937.400017 60.134504 2.465479 
3.194929 937.184137 60.341172 2.474691 
3.198759 936.967506 60.548557 2.483937 
3.202590 936.750123 60.756659 2.493218 
3.206422 936.531984 60.965483 2.502532 
3.210254 936.313088 61.175031 2.511881 
3.214088 936.093431 61.385304 2.521265 
3.217923 935.873011 61.596305 2.530684 
3.221759 935.651826 61.808037 2.540138 
3.225596 935.429872 62.020502 2.549626 
3.229434 935.207148 62.233702 2.559150 
3.233273 934.983650 62.447640 2.568710 
3.237113 934.759376 62.662319 2.578304 
3.240954 934.534324 62.877741 2.587935 
3.244796 934.308491 63.093908 2.597601 
3.248639 934.081875 63.310822 2.607303 
3.252484 933.854472 63.528487 2.617041 
3.256329 933.626280 63.746905 2.626815 
3.260175 933.397296 63.966078 2.636626 
3.264023 933.167518 64.186009 2.646473 
3.267871 932.936944 64.406700 2.656356 
3.271721 932.705570 64.628154 2.666276 
3.275572 932.473393 64.850373 2.676234 
3.279423 932.240412 65.073360 2.686228 
3.283276 932.006623 65.297118 2.696259 
3.287130 931.772024 65.521648 2.706327 
3.290985 931.536612 65.746954 2.716433 
3.294841 931.300385 65.973038 2.726577 
3.298698 931.063339 66.199903 2.736758 
3.302556 930.825471 66.427551 2.746977 
3.306415 930.586780 66.655985 2.757235 
3.310275 930.347263 66.885207 2.767530 
3.314137 930.106916 67.115221 2.777864 
3.317999 929.865737 67.346028 2.788236 
3.321863 929.623723 67.577631 2.798646 
3.325727 929.380871 67.810033 2.809096 
3.329593 929.137179 68.043237 2.819584 
3.333460 928.892644 68.277244 2.830112 
3.337328 928.647263 68.512059 2.840678 
3.341197 928.401033 68.747683 2.851284 
3.345067 928.153951 68.984119 2.861930 
3.348938 927.906015 69.221371 2.872615 
3.352811 927.657221 69.459439 2.883340 
3.356684 927.407567 69.698328 2.894105 
3.360558 927.157050 69.938040 2.904910 
3.364434 926.905668 70.178577 2.915755 
3.368311 926.653416 70.419943 2.926641 
3.372189 926.400293 70.662140 2.937567 
3.376068 926.146296 70.905170 2.948534 
3.379948 925.891421 71.149037 2.959542 
3.383829 925.635665 71.393743 2.970591 
3.387711 925.379027 71.639292 2.981681 
3.391595 925.121502 71.885685 2.992813 
3.395480 924.863088 72.132925 3.003986 
3.399365 924.603782 72.381016 3.015201 
3.403252 924.343582 72.629960 3.026458 
3.407140 924.082483 72.879760 3.037757 
3.411029 923.820483 73.130419 3.049098 
3.414920 923.557580 73.381939 3.060481 
3.418811 923.293769 73.634324 3.071907 
3.422704 923.029049 73.887576 3.083375 
3.426597 922.763416 74.141697 3.094887 
3.430492 922.496867 74.396692 3.106441 
3.434388 922.229399 74.652562 3.118039 
3.438286 921.961009 74.909311 3.129680 
3.442184 921.691694 75.166942 3.141364 
3.446083 921.421452 75.425456 3.153092 
3.449984 921.150278 75.684858 3.164864 
3.453886 920.878170 75.945150 3.176680 
3.457789 920.605125 76.206335 3.188540 
3.461693 920.331139 76.468416 3.200445 
3.465599 920.056210 76.731396 3.212394 
3.469505 919.780335 76.995277 3.224388 
3.473413 919.503510 77.260063 3.236427 
3.477322 919.225733 77.525757 3.248510 
3.481232 918.946999 77.792361 3.260639 
3.485143 918.667307 78.059879 3.272814 
3.489056 918.386653 78.328313 3.285034 
3.492969 918.105033 78.597667 3.297300 
3.496884 917.822445 78.867944 3.309612 
3.500800 917.538885 79.139146 3.321970 
3.504718 917.254350 79.411276 3.334374 
3.508636 916.968838 79.684338 3.346825 
3.512556 916.682344 79.958334 3.359322 
3.516477 916.394866 80.233268 3.371866 
3.520399 916.106400 80.509142 3.384458 
3.524322 915.816943 80.785960 3.397096 
3.528247 915.526493 81.063725 3.409782 
3.532173 915.235045 81.342440 3.422516 
3.536100 914.942596 81.622107 3.435297 
3.540028 914.649143 81.902730 3.448126 
3.543957 914.354684 82.184312 3.461004 
3.547888 914.059214 82.466857 3.473930 
3.551820 913.762730 82.750366 3.486904 
3.555753 913.465229 83.034844 3.499927 
3.559688 913.166708 83.320293 3.512999 
3.563623 912.867163 83.606717 3.526120 
3.567560 912.566591 83.894118 3.539291 
3.571499 912.264989 84.182500 3.552511 
3.575438 911.962353 84.471867 3.565780 
3.579379 911.658680 84.762220 3.579100 
3.583321 911.353967 85.053564 3.592470 
3.587264 911.048209 85.345901 3.605890 
3.591209 910.741405 85.639235 3.619360 
3.595155 910.433550 85.933569 3.632881 
3.599102 910.124641 86.228906 3.646453 
3.603050 909.814674 86.525250 3.660076 
3.607000 909.503647 86.822603 3.673750 
3.610951 909.191555 87.120969 3.687476 
3.614903 908.878395 87.420351 3.701254 
3.618856 908.564165 87.720752 3.715083 
3.622811 908.248859 88.022176 3.728965 
3.626767 907.932476 88.324626 3.742898 
3.630725 907.615010 88.628105 3.756885 
3.634684 907.296460 88.932616 3.770924 
3.638644 906.976821 89.238163 3.785016 
3.642605 906.656090 89.544750 3.799161 
3.646568 906.334263 89.852378 3.813359 
3.650532 906.011336 90.161053 3.827611 
3.654497 905.687307 90.470776 3.841917 
3.658464 905.362172 90.781552 3.856276 
3.662432 905.035927 91.093383 3.870690 
3.666402 904.708568 91.406274 3.885159 
3.670372 904.380092 91.720227 3.899682 
3.674344 904.050495 92.035245 3.914259 
3.678318 903.719774 92.351333 3.928892 
3.682293 903.387925 92.668494 3.943580 
3.686269 903.054945 92.986731 3.958324 
3.690246 902.720829 93.306047 3.973123 
3.694225 902.385575 93.626446 3.987979 
3.698205 902.049178 93.947932 4.002890 
3.702187 901.711635 94.270507 4.017858 
3.706170 901.372942 94.594176 4.032882 
3.710154 901.033095 94.918941 4.047964 
3.714140 900.692092 95.244806 4.063102 
3.718127 900.349927 95.571775 4.078298 
3.722116 900.006598 95.899852 4.093551 
3.726106 899.662100 96.229038 4.108862 
3.730097 899.316430 96.559339 4.124231 
3.734090 898.969584 96.890758 4.139658 
3.738084 898.621559 97.223298 4.155143 
3.742080 898.272350 97.556962 4.170687 
3.746077 897.921954 97.891755 4.186291 
3.750075 897.570368 98.227680 4.201953 
3.754075 897.217586 98.564740 4.217674 
3.758077 896.863606 98.902939 4.233456 
3.762079 896.508423 99.242280 4.249297 
3.766084 896.152034 99.582768 4.265198 
3.770089 895.794435 99.924406 4.281159 
3.774096 895.435622 100.267196 4.297182 
3.778105 895.075591 100.611144 4.313265 
3.782115 894.714339 100.956253 4.329409 
3.786126 894.351861 101.302525 4.345614 
3.790139 893.988154 101.649966 4.361881 
3.794154 893.623213 101.998578 4.378209 
3.798170 893.257035 102.348365 4.394600 
3.802187 892.889616 102.699331 4.411053 
3.806206 892.520951 103.051480 4.427569 
3.810226 892.151038 103.404815 4.444147 
3.814248 891.779871 103.759340 4.460788 
3.818272 891.407448 104.115059 4.477493 
3.822296 891.033764 104.471975 4.494261 
3.826323 890.658814 104.830092 4.511094 
3.830351 890.282596 105.189414 4.527990 
3.834380 889.905105 105.549945 4.544950 
3.838411 889.526336 105.911688 4.561975 
3.842444 889.146287 106.274648 4.579065 
3.846478 888.764953 106.638827 4.596220 
3.850513 888.382329 107.004230 4.613441 
3.854550 887.998413 107.370860 4.630727 
3.858589 887.613199 107.738722 4.648079 
3.862629 887.226684 108.107819 4.665497 
3.866671 886.838863 108.478155 4.682982 
3.870714 886.449733 108.849734 4.700533 
3.874759 886.059289 109.222560 4.718151 
3.878806 885.667528 109.596636 4.735837 
3.882854 885.274444 109.971966 4.753590 
3.886903 884.880035 110.348554 4.771411 
3.890954 884.484295 110.726405 4.789300 
3.895007 884.087221 111.105522 4.807257 
3.899062 883.688808 111.485908 4.825283 
3.903118 883.289053 111.867569 4.843378 
3.907175 882.887951 112.250507 4.861542 
3.911235 882.485497 112.634727 4.879776 
3.915296 882.081689 113.020233 4.898079 
3.919358 881.676520 113.407028 4.916452 
3.923422 881.269988 113.795116 4.934896 
3.927488 880.862088 114.184502 4.953410 
3.931556 880.452815 114.575190 4.971995 
3.935625 880.042166 114.967183 4.990651 
3.939695 879.630136 115.360485 5.009379 
3.943768 879.216721 115.755101 5.028178 
3.947842 878.801916 116.151034 5.047050 
3.951918 878.385717 116.548289 5.065994 
3.955995 877.968120 116.946869 5.085011 
3.960074 877.549121 117.346779 5.104100 
3.964155 877.128714 117.748023 5.123263 
3.968237 876.706897 118.150604 5.142499 
3.972322 876.283664 118.554527 5.161809 
3.976408 875.859011 118.959796 5.181193 
3.980495 875.432934 119.366414 5.200652 
3.984585 875.005428 119.774387 5.220186 
3.988676 874.576488 120.183717 5.239794 
3.992768 874.146112 120.594410 5.259478 
3.996863 873.714293 121.006470 5.279238 
4.000959 873.281027 121.419900 5.299073 
4.005057 872.846311 121.834704 5.318985 
4.009157 872.410139 122.250887 5.338974 
4.013259 871.972508 122.668453 5.359039 
4.017362 871.533412 123.087407 5.379182 
4.021467 871.092847 123.507751 5.399402 
4.025574 870.650809 123.929491 5.419700 
4.029683 870.207293 124.352631 5.440076 
4.033793 869.762294 124.777175 5.460531 
4.037905 869.315808 125.203127 5.481065 
4.042019 868.867831 125.630491 5.501678 
4.046135 868.418358 126.059272 5.522370 
4.050253 867.967384 126.489473 5.543142 
4.054373 867.514905 126.921100 5.563994 
4.058494 867.060916 127.354156 5.584927 
4.062617 866.605413 127.788646 5.605941 
4.066742 866.148390 128.224574 5.627036 
4.070869 865.689844 128.661944 5.648212 
4.074998 865.229770 129.100760 5.669470 
4.079128 864.768162 129.541027 5.690811 
4.083261 864.305017 129.982750 5.712234 
4.087395 863.840329 130.425932 5.733739 
4.091532 863.374094 130.870577 5.755328 
4.095670 862.906308 131.316691 5.777001 
4.099810 862.436965 131.764278 5.798757 
4.103952 861.966061 132.213341 5.820598 
4.108096 861.493591 132.663886 5.842523 
4.112241 861.019551 133.115916 5.864533 
4.116389 860.543935 133.569436 5.886629 
4.120539 860.066739 134.024451 5.908810 
4.124690 859.587958 134.480965 5.931077 
4.128844 859.107588 134.938982 5.953430 
4.133000 858.625623 135.398506 5.975871 
4.137157 858.142059 135.859543 5.998398 
4.141316 857.656891 136.322097 6.021013 
4.145478 857.170114 136.786171 6.043715 
4.149641 856.681723 137.251771 6.066506 
4.153807 856.191713 137.718901 6.089386 
4.157974 855.700080 138.187566 6.112354 
4.162144 855.206819 138.657769 6.135412 
4.166315 854.711925 139.129516 6.158559 
4.170489 854.215393 139.602811 6.181796 
4.174664 853.717217 140.077658 6.205124 
4.178842 853.217394 140.554063 6.228543 
4.183021 852.715918 141.032029 6.252053 
4.187203 852.212784 141.511561 6.275654 
4.191386 851.707988 141.992664 6.299348 
4.195572 851.201524 142.475342 6.323134 
4.199760 850.693388 142.959600 6.347012 
4.203950 850.183573 143.445443 6.370984 
4.208142 849.672077 143.932874 6.395049 
4.212336 849.158893 144.421899 6.419208 
4.216533 848.644016 144.912522 6.443462 
4.220731 848.127442 145.404748 6.467810 
4.224931 847.609165 145.898581 6.492253 
4.229134 847.089181 146.394027 6.516792 
4.233339 846.567484 146.891089 6.541427 
4.237546 846.044070 147.389772 6.566158 
4.241755 845.518932 147.890082 6.590986 
4.245966 844.992067 148.392022 6.615911 
4.250180 844.463469 148.895597 6.640934 
4.254395 843.933133 149.400813 6.666054 
4.258613 843.401054 149.907673 6.691273 
4.262833 842.867226 150.416183 6.716591 
4.267055 842.331645 150.926346 6.742008 
4.271280 841.794306 151.438169 6.767525 
4.275506 841.255203 151.951655 6.793142 
4.279735 840.714331 152.466810 6.818859 
4.283967 840.171685 152.983637 6.844678 
4.288200 839.627260 153.502142 6.870597 
4.292436 839.081051 154.022330 6.896619 
4.296674 838.533052 154.544205 6.922743 
4.300914 837.983258 155.067773 6.948969 
4.305156 837.431665 155.593037 6.975299 
4.309401 836.878266 156.120002 7.001732 
4.313648 836.323057 156.648675 7.028269 
4.317898 835.766032 157.179058 7.054911 
4.322150 835.207186 157.711157 7.081657 
4.326404 834.646513 158.244978 7.108509 
4.330660 834.084010 158.780524 7.135467 
4.334919 833.519669 159.317800 7.162531 
4.339180 832.953486 159.856812 7.189701 
4.343444 832.385456 160.397564 7.216979 
4.347710 831.815574 160.940062 7.244365 
4.351978 831.243833 161.484309 7.271858 
4.356249 830.670228 162.030311 7.299461 
4.360522 830.094755 162.578073 7.327172 
4.364798 829.517408 163.127599 7.354993 
4.369076 828.938182 163.678895 7.382923 
4.373357 828.357070 164.231965 7.410965 
4.377640 827.774069 164.786815 7.439117 
4.381925 827.189171 165.343448 7.467380 
4.386213 826.602373 165.901871 7.495756 
4.390503 826.013668 166.462088 7.524244 
4.394796 825.423052 167.024104 7.552845 
4.399092 824.830517 167.587924 7.581559 
4.403390 824.236061 168.153552 7.610387 
4.407690 823.639676 168.720995 7.639329 
4.411993 823.041357 169.290256 7.668387 
4.416298 822.441099 169.861341 7.697559 
4.420607 821.838897 170.434255 7.726848 
4.424917 821.234744 171.009003 7.756253 
4.429230 820.628636 171.585590 7.785775 
4.433546 820.020567 172.164020 7.815414 
4.437865 819.410531 172.744299 7.845171 
4.442186 818.798522 173.326431 7.875046 
4.446509 818.184536 173.910423 7.905041 
4.450836 817.568567 174.496278 7.935155 
4.455165 816.950609 175.084002 7.965389 
4.459496 816.330657 175.673600 7.995743 
4.463831 815.708705 176.265077 8.026219 
4.468167 815.084747 176.858437 8.056816 
4.472507 814.458778 177.453687 8.087535 
4.476849 813.830792 178.050831 8.118377 
4.481195 813.200784 178.649874 8.149342 
4.485542 812.568748 179.250821 8.180431 
4.489893 811.934679 179.853677 8.211644 
4.494246 811.298570 180.458448 8.242982 
4.498602 810.660417 181.065138 8.274445 
4.502961 810.020213 181.673753 8.306034 
4.507322 809.377953 182.284297 8.337750 
4.511687 808.733631 182.896776 8.369593 
4.516054 808.087241 183.511195 8.401563 
4.520424 807.438779 184.127559 8.433662 
4.524797 806.788237 184.745873 8.465889 
4.529173 806.135611 185.366142 8.498246 
4.533551 805.480895 185.988372 8.530733 
4.537933 804.824083 186.612567 8.563350 
4.542317 804.165169 187.238732 8.596098 
4.546704 803.504148 187.866874 8.628978 
4.551094 802.841014 188.496996 8.661990 
4.555487 802.175760 189.129104 8.695135 
4.559883 801.508383 189.763204 8.728414 
4.564282 800.838874 190.399300 8.761826 
4.568684 800.167230 191.037397 8.795373 
4.573089 799.493443 191.677501 8.829055 
4.577497 798.817509 192.319617 8.862873 
4.581907 798.139422 192.963750 8.896828 
4.586321 797.459175 193.609906 8.930920 
4.590738 796.776762 194.258089 8.965149 
4.595158 796.092179 194.908304 8.999517 
4.599581 795.405420 195.560557 9.034023 
4.604007 794.716477 196.214853 9.068669 
4.608436 794.025347 196.871198 9.103455 
4.612868 793.332022 197.529596 9.138383 
4.617303 792.636497 198.190052 9.173451 
4.621742 791.938766 198.852572 9.208662 
4.626183 791.238823 199.517162 9.244015 
4.630628 790.536663 200.183825 9.279512 
4.635076 789.832279 200.852568 9.315153 
4.639527 789.125666 201.523396 9.350938 
4.643981 788.416817 202.196314 9.386869 
4.648438 787.705727 202.871327 9.422946 
4.652899 786.992391 203.548440 9.459169 
4.657363 786.276801 204.227659 9.495540 
4.661830 785.558952 204.908989 9.532059 
4.666300 784.838839 205.592435 9.568727 
4.670774 784.116455 206.278002 9.605544 
4.675251 783.391794 206.965695 9.642511 
4.679731 782.664851 207.655521 9.679628 
4.684215 781.935619 208.347484 9.716898 
4.688702 781.204093 209.041589 9.754319 
4.693192 780.470266 209.737841 9.791893 
4.697685 779.734133 210.436246 9.829621 
4.702182 778.995688 211.136809 9.867502 
4.706683 778.254925 211.839536 9.905539 
4.711187 777.511837 212.544431 9.943732 
4.715694 776.766419 213.251500 9.982081 
4.720205 776.018665 213.960748 10.020587 
4.724719 775.268569 214.672180 10.059251 
4.729236 774.516125 215.385802 10.098073 
4.733758 773.761327 216.101619 10.137055 
4.738282 773.004169 216.819635 10.176196 
4.742810 772.244644 217.539857 10.215499 
4.747342 771.482748 218.262290 10.254963 
4.751877 770.718473 218.986938 10.294589 
4.756416 769.951814 219.713807 10.334378 
4.760959 769.182765 220.442903 10.374331 
4.765505 768.411320 221.174231 10.414449 
4.770054 767.637473 221.907795 10.454732 
4.774608 766.861218 222.643601 10.495181 
4.779165 766.082549 223.381654 10.535797 
4.783725 765.301459 224.121961 10.576581 
4.788289 764.517943 224.864524 10.617533 
4.792858 763.731995 225.609351 10.658654 
4.797429 762.943608 226.356447 10.699945 
4.802005 762.152777 227.105816 10.741407 
4.806584 761.359496 227.857463 10.783041 
4.811167 760.563758 228.611395 10.824847 
4.815754 759.765558 229.367616 10.866826 
4.820345 758.964889 230.126131 10.908980 
4.824939 758.161746 230.886946 10.951308 
4.829538 757.356122 231.650066 10.993812 
4.834140 756.548011 232.415496 11.036493 
4.838746 755.737407 233.183242 11.079351 
4.843356 754.924305 233.953308 11.122387 
4.847970 754.108698 234.725700 11.165603 
4.852588 753.290580 235.500423 11.208998 
4.857210 752.469944 236.277482 11.252574 
4.861836 751.646786 237.056882 11.296331 
4.866466 750.821099 237.838629 11.340272 
4.871100 749.992876 238.622728 11.384395 
4.875738 749.162113 239.409184 11.428703 
4.880380 748.328801 240.198003 11.473196 
4.885026 747.492937 240.989188 11.517875 
4.889676 746.654513 241.782746 11.562741 
4.894330 745.813524 242.578682 11.607795 
4.898989 744.969962 243.377000 11.653037 
4.903652 744.123824 244.177707 11.698469 
4.908318 743.275101 244.980807 11.744092 
4.912990 742.423789 245.786305 11.789906 
4.917665 741.569881 246.594206 11.835912 
4.922344 740.713371 247.404516 11.882112 
4.927028 739.854254 248.217240 11.928506 
4.931716 738.992522 249.032383 11.975096 
4.936409 738.128170 249.849949 12.021881 
4.941105 737.261192 250.669944 12.068864 
4.945806 736.391582 251.492374 12.116044 
4.950512 735.519333 252.317243 12.163424 
4.955222 734.644441 253.144556 12.211003 
4.959936 733.766898 253.974318 12.258784 
4.964655 732.886699 254.806535 12.306766 
4.969378 732.003837 255.641211 12.354952 
4.974105 731.118307 256.478352 12.403341 
4.978838 730.230102 257.317962 12.451935 
4.983574 729.339217 258.160047 12.500736 
4.988316 728.445645 259.004612 12.549743 
4.993061 727.549381 259.851661 12.598958 
4.997812 726.650418 260.701199 12.648382 
5.002567 725.748751 261.553233 12.698016 
5.007326 724.844373 262.407765 12.747862 
5.012091 723.937279 263.264802 12.797919 
5.016860 723.027461 264.124349 12.848189 
5.021634 722.114916 264.986410 12.898674 
5.026412 721.199635 265.850991 12.949374 
5.031195 720.281614 266.718095 13.000290 
5.035983 719.360847 267.587729 13.051424 
5.040776 718.437327 268.459897 13.102776 
5.045574 717.511048 269.334603 13.154348 
5.050377 716.582005 270.211854 13.206141 
5.055184 715.650192 271.091653 13.258155 
5.059996 714.715602 271.974006 13.310392 
5.064814 713.778230 272.858917 13.362854 
5.069636 712.838069 273.746391 13.415540 
5.074463 711.895115 274.636432 13.468453 
5.079295 710.949360 275.529047 13.521593 
5.084133 710.000799 276.424239 13.574962 
5.088975 709.049426 277.322013 13.628560 
5.093823 708.095236 278.222375 13.682389 
5.098675 707.138222 279.125328 13.736451 
5.103533 706.178378 280.030877 13.790745 
5.108396 705.215698 280.939027 13.845274 
5.113264 704.250178 281.849784 13.900039 
5.118137 703.281810 282.763150 13.955040 
5.123016 702.310589 283.679132 14.010279 
5.127900 701.336509 284.597733 14.065758 
5.132789 700.359565 285.518958 14.121477 
5.137684 699.379750 286.442813 14.177438 
5.142584 698.397058 287.369300 14.233641 
5.147489 697.411485 288.298426 14.290089 
5.152400 696.423023 289.230194 14.346782 
5.157316 695.431668 290.164610 14.403722 
5.162237 694.437414 291.101676 14.460910 
5.167165 693.440254 292.041399 14.518347 
5.172097 692.440184 292.983782 14.576034 
5.177036 691.437197 293.928830 14.633974 
5.181980 690.431287 294.876547 14.692166 
5.186929 689.422450 295.826938 14.750613 
5.191884 688.410678 296.780006 14.809315 
5.196845 687.395968 297.735757 14.868275 
5.201812 686.378312 298.694195 14.927493 
5.206784 685.357706 299.655324 14.986971 
