#t, S, I, R
5.211762 684.334143 300.619147 15.046710 
5.216746 683.307618 301.585671 15.106711 
5.221736 682.278126 302.554898 15.166976 
5.226732 681.245661 303.526832 15.227507 
5.231733 680.210217 304.501479 15.288304 
5.236741 679.171789 305.478842 15.349369 
5.241754 678.130371 306.458925 15.410703 
5.246774 677.085958 307.441733 15.472309 
5.251800 676.038544 308.427269 15.534187 
5.256831 674.988124 309.415538 15.596338 
5.261869 673.934692 310.406543 15.658765 
5.266913 672.878243 311.400289 15.721468 
5.271963 671.818771 312.396779 15.784450 
5.277019 670.756272 313.396017 15.847711 
5.282082 669.690739 314.398008 15.911253 
5.287151 668.622167 315.402755 15.975078 
5.292226 667.550551 316.410263 16.039187 
5.297307 666.475885 317.420533 16.103581 
5.302395 665.398165 318.433572 16.168263 
5.307490 664.317385 319.449382 16.233233 
5.312590 663.233539 320.467967 16.298494 
5.317698 662.146623 321.489331 16.364047 
5.322812 661.056631 322.513477 16.429893 
5.327932 659.963558 323.540409 16.496034 
5.333059 658.867398 324.570131 16.562471 
5.338193 657.768147 325.602646 16.629207 
5.343333 656.665800 326.637957 16.696242 
5.348480 655.560351 327.676069 16.763580 
5.353634 654.451796 328.716985 16.831220 
5.358794 653.340128 329.760707 16.899165 
5.363962 652.225344 330.807240 16.967416 
5.369136 651.107437 331.856587 17.035976 
5.374317 649.986404 332.908751 17.104845 
5.379505 648.862239 333.963735 17.174026 
5.384701 647.734938 335.021543 17.243520 
5.389903 646.604494 336.082177 17.313329 
5.395112 645.470904 337.145641 17.383455 
5.400329 644.334163 338.211939 17.453899 
5.405552 643.194265 339.281072 17.524663 
5.410783 642.051206 340.353044 17.595749 
5.416021 640.904982 341.427859 17.667160 
5.421266 639.755586 342.505518 17.738895 
5.426519 638.603016 343.586026 17.810959 
5.431779 637.447265 344.669384 17.883351 
5.437046 636.288330 345.755596 17.956075 
5.442321 635.126205 346.844664 18.029131 
5.447604 633.960886 347.936591 18.102522 
5.452893 632.792369 349.031380 18.176250 
5.458191 631.620649 350.129034 18.250317 
5.463496 630.445722 351.229554 18.324724 
5.468809 629.267582 352.332944 18.399474 
5.474130 628.086226 353.439206 18.474568 
5.479458 626.901649 354.548343 18.550008 
5.484794 625.713847 355.660356 18.625797 
5.490138 624.522816 356.775248 18.701936 
5.495490 623.328550 357.893022 18.778427 
5.500850 622.131047 359.013680 18.855273 
5.506218 620.930301 360.137224 18.932475 
5.511594 619.726309 361.263655 19.010036 
5.516978 618.519066 362.392977 19.087957 
5.522370 617.308569 363.525191 19.166240 
5.527771 616.094812 364.660299 19.244889 
5.533179 614.877793 365.798303 19.323904 
5.538596 613.657507 366.939206 19.403288 
5.544022 612.433950 368.083008 19.483043 
5.549456 611.207118 369.229711 19.563171 
5.554898 609.977008 370.379318 19.643675 
5.560349 608.743615 371.531829 19.724556 
5.565808 607.506936 372.687247 19.805817 
5.571276 606.266966 373.845573 19.887460 
5.576753 605.023704 375.006809 19.969488 
5.582238 603.777143 376.170955 20.051902 
5.587732 602.527282 377.338013 20.134704 
5.593235 601.274116 378.507985 20.217898 
5.598747 600.017643 379.680872 20.301486 
5.604268 598.757857 380.856674 20.385469 
5.609798 597.494756 382.035393 20.469850 
5.615337 596.228337 383.217030 20.554632 
5.620885 594.958597 384.401586 20.639817 
5.626442 593.685531 385.589062 20.725407 
5.632008 592.409137 386.779458 20.811405 
5.637584 591.129411 387.972775 20.897814 
5.643169 589.846351 389.169015 20.984635 
5.648764 588.559952 390.368177 21.071871 
5.654368 587.270213 391.570262 21.159525 
5.659981 585.977130 392.775271 21.247599 
5.665604 584.680701 393.983204 21.336096 
5.671237 583.380921 395.194061 21.425018 
5.676880 582.077789 396.407842 21.514368 
5.682532 580.771302 397.624548 21.604149 
5.688194 579.461457 398.844179 21.694364 
5.693866 578.148251 400.066735 21.785014 
5.699548 576.831682 401.292216 21.876102 
5.705240 575.511747 402.520621 21.967632 
5.710943 574.188443 403.751951 22.059606 
5.716655 572.861768 404.986204 22.152027 
5.722378 571.531721 406.223382 22.244898 
5.728111 570.198297 407.463482 22.338220 
5.733854 568.861496 408.706506 22.431998 
5.739608 567.521315 409.952451 22.526234 
5.745372 566.177751 411.201317 22.620931 
5.751147 564.830803 412.453104 22.716092 
5.756932 563.480469 413.707811 22.811720 
5.762729 562.126747 414.965436 22.907817 
5.768536 560.769634 416.225979 23.004387 
5.774354 559.409129 417.489438 23.101432 
5.780183 558.045231 418.755813 23.198957 
5.786023 556.677937 420.025101 23.296962 
5.791874 555.307245 421.297301 23.395453 
5.797736 553.933156 422.572412 23.494432 
5.803609 552.555665 423.850433 23.593902 
5.809494 551.174774 425.131361 23.693866 
5.815390 549.790479 426.415194 23.794327 
5.821298 548.402780 427.701931 23.895289 
5.827217 547.011675 428.991570 23.996755 
5.833148 545.617164 430.284108 24.098728 
5.839091 544.219245 431.579544 24.201212 
5.845045 542.817917 432.877874 24.304209 
5.851011 541.413179 434.179097 24.407723 
5.856990 540.005031 435.483210 24.511758 
5.862980 538.593472 436.790210 24.616317 
5.868982 537.178501 438.100095 24.721404 
5.874997 535.760117 439.412862 24.827021 
5.881024 534.338320 440.728507 24.933173 
5.887063 532.913109 442.047028 25.039863 
5.893115 531.484485 443.368421 25.147094 
5.899180 530.052446 444.692684 25.254870 
5.905257 528.616993 446.019812 25.363196 
5.911347 527.178124 447.349802 25.472074 
5.917450 525.735842 448.682650 25.581508 
5.923565 524.290144 450.018354 25.691502 
5.929694 522.841032 451.356907 25.802060 
5.935836 521.388506 452.698308 25.913186 
5.941991 519.932566 454.042551 26.024883 
5.948159 518.473212 455.389633 26.137156 
5.954341 517.010444 456.739548 26.250008 
5.960537 515.544264 458.092293 26.363443 
5.966746 514.074673 459.447862 26.477465 
5.972968 512.601669 460.806251 26.592079 
5.979205 511.125256 462.167455 26.707289 
5.985455 509.645433 463.531469 26.823098 
5.991720 508.162201 464.898288 26.939511 
5.997998 506.675563 466.267906 27.056531 
6.004291 505.185518 467.640318 27.174164 
6.010598 503.692068 469.015518 27.292414 
6.016920 502.195214 470.393501 27.411285 
6.023256 500.694959 471.774260 27.530780 
6.029607 499.191304 473.157790 27.650906 
6.035972 497.684250 474.544085 27.771665 
6.042353 496.173799 475.933137 27.893064 
6.048748 494.659953 477.324941 28.015105 
6.055159 493.142715 478.719491 28.137795 
6.061585 491.622086 480.116778 28.261137 
6.068026 490.098068 481.516796 28.385136 
6.074483 488.570664 482.919539 28.509797 
6.080955 487.039876 484.324999 28.635125 
6.087443 485.505708 485.733168 28.761124 
6.093947 483.968161 487.144039 28.887800 
6.100467 482.427238 488.557605 29.015157 
6.107003 480.882942 489.973857 29.143201 
6.113555 479.335277 491.392787 29.271937 
6.120123 477.784245 492.814387 29.401368 
6.126708 476.229849 494.238649 29.531502 
6.133310 474.672094 495.665564 29.662343 
6.139928 473.110981 497.095123 29.793896 
6.146563 471.546516 498.527318 29.926166 
6.153216 469.978702 499.962139 30.059160 
6.159885 468.407542 501.399577 30.192881 
6.166572 466.833040 502.839623 30.327337 
6.173276 465.255201 504.282267 30.462532 
6.179997 463.674029 505.727499 30.598472 
6.186736 462.089528 507.175309 30.735163 
6.193494 460.501702 508.625687 30.872611 
6.200269 458.910557 510.078622 31.010820 
6.207062 457.316097 511.534105 31.149798 
6.213874 455.718326 512.992124 31.289550 
6.220704 454.117250 514.452668 31.430082 
6.227552 452.512873 515.915726 31.571401 
6.234420 450.905202 517.381287 31.713511 
6.241306 449.294241 518.849338 31.856420 
6.248211 447.679996 520.319870 32.000134 
6.255136 446.062473 521.792868 32.144659 
6.262080 444.441677 523.268321 32.290002 
6.269044 442.817615 524.746217 32.436168 
6.276027 441.190292 526.226543 32.583165 
6.283030 439.559714 527.709286 32.731000 
6.290054 437.925889 529.194433 32.879678 
6.297097 436.288822 530.681971 33.029207 
6.304161 434.648520 532.171886 33.179594 
6.311246 433.004990 533.664165 33.330845 
6.318351 431.358239 535.158792 33.482968 
6.325478 429.708275 536.655755 33.635970 
6.332625 428.055103 538.155039 33.789858 
6.339794 426.398732 539.656629 33.944639 
6.346984 424.739170 541.160509 34.100321 
6.354196 423.076423 542.666666 34.256911 
6.361430 421.410501 544.175083 34.414416 
6.368686 419.741410 545.685745 34.572845 
6.375965 418.069160 547.198635 34.732205 
6.383266 416.393758 548.713738 34.892504 
6.390589 414.715213 550.231037 35.053750 
6.397936 413.033534 551.750515 35.215951 
6.405306 411.348729 553.272156 35.379115 
6.412699 409.660808 554.795942 35.543250 
6.420115 407.969780 556.321855 35.708365 
6.427555 406.275654 557.849878 35.874468 
6.435020 404.578439 559.379993 36.041568 
6.442508 402.878146 560.912181 36.209673 
6.450021 401.174784 562.446423 36.378793 
6.457559 399.468364 563.982701 36.548935 
6.465122 397.758894 565.520996 36.720109 
6.472709 396.046387 567.061288 36.892325 
6.480323 394.330853 568.603556 37.065591 
6.487961 392.612302 570.147782 37.239917 
6.495626 390.890745 571.693943 37.415312 
6.503317 389.166193 573.242021 37.591786 
6.511034 387.438658 574.791993 37.769349 
6.518778 385.708151 576.343839 37.948010 
6.526548 383.974684 577.897536 38.127780 
6.534346 382.238269 579.453062 38.308668 
6.542172 380.498918 581.010396 38.490686 
6.550025 378.756643 582.569514 38.673843 
6.557905 377.011457 584.130394 38.858149 
6.565815 375.263371 585.693012 39.043617 
6.573752 373.512400 587.257344 39.230256 
6.581719 371.758556 588.823366 39.418078 
6.589715 370.001852 590.391054 39.607094 
6.597740 368.242303 591.960383 39.797314 
6.605795 366.479920 593.531328 39.988751 
6.613880 364.714719 595.103864 40.181417 
6.621995 362.946714 596.677963 40.375323 
6.630141 361.175918 598.253602 40.570480 
6.638318 359.402347 599.830751 40.766902 
6.646526 357.626014 601.409386 40.964601 
6.654765 355.846935 602.989477 41.163588 
6.663037 354.065125 604.570998 41.363878 
6.671341 352.280599 606.153919 41.565482 
6.679678 350.493372 607.738213 41.768414 
6.688048 348.703462 609.323851 41.972687 
6.696451 346.924253 610.898966 42.176782 
6.704824 345.161749 612.458255 42.379997 
6.713141 343.415590 614.002055 42.582355 
6.721401 341.685422 615.530698 42.783880 
6.729606 339.970904 617.044503 42.984593 
6.737758 338.271709 618.543776 43.184515 
6.745858 336.587521 620.028812 43.383667 
6.753907 334.918039 621.499893 43.582068 
6.761907 333.262971 622.957292 43.779736 
6.769858 331.622037 624.401273 43.976690 
6.777762 329.994966 625.832088 44.172946 
6.785620 328.381498 627.249981 44.368521 
6.793433 326.781380 628.655189 44.563431 
6.801201 325.194371 630.047939 44.757690 
6.808926 323.620234 631.428452 44.951314 
6.816609 322.058743 632.796940 45.144317 
6.824251 320.509679 634.153609 45.336712 
6.831852 318.972829 635.498658 45.528513 
6.839413 317.447986 636.832282 45.719732 
6.846935 315.934953 638.154665 45.910382 
6.854420 314.433535 639.465991 46.100474 
6.861867 312.943546 640.766434 46.290020 
6.869277 311.464803 642.056166 46.479030 
6.876651 309.997131 643.335352 46.667517 
6.883990 308.540357 644.604153 46.855489 
6.891295 307.094316 645.862726 47.042958 
6.898566 305.658847 647.111221 47.229933 
6.905803 304.233791 648.349787 47.416422 
6.913008 302.818996 649.578568 47.602436 
6.920180 301.414313 650.797703 47.787984 
6.927322 300.019598 652.007328 47.973073 
6.934432 298.634710 653.207577 48.157713 
6.941511 297.259511 654.398578 48.341911 
6.948561 295.893868 655.580456 48.525676 
6.955581 294.537651 656.753335 48.709014 
6.962573 293.190732 657.917334 48.891934 
6.969536 291.852988 659.072570 49.074442 
6.976471 290.524297 660.219157 49.256546 
6.983379 289.204543 661.357205 49.438253 
6.990259 287.893608 662.486823 49.619569 
6.997113 286.591383 663.608117 49.800500 
7.003941 285.297756 664.721191 49.981054 
7.010743 284.012620 665.826145 50.161235 
7.017519 282.735870 666.923079 50.341051 
7.024271 281.467405 668.012088 50.520507 
7.030998 280.207123 669.093268 50.699609 
7.037701 278.954927 670.166711 50.878362 
7.044380 277.710722 671.232507 51.056771 
7.051035 276.474412 672.290745 51.234843 
7.057667 275.245908 673.341511 51.412581 
7.064277 274.025118 674.384890 51.589992 
7.070864 272.811954 675.420965 51.767080 
7.077428 271.606332 676.449818 51.943850 
7.083971 270.408165 677.471528 52.120306 
7.090493 269.217373 678.486174 52.296454 
7.096993 268.033872 679.493831 52.472297 
7.103472 266.857585 680.494575 52.647840 
7.109931 265.688433 681.488480 52.823087 
7.116369 264.526340 682.475617 52.998043 
7.122787 263.371231 683.456058 53.172711 
7.129186 262.223033 684.429871 53.347096 
7.135564 261.081673 685.397126 53.521201 
7.141924 259.947080 686.357889 53.695031 
7.148264 258.819186 687.312225 53.868588 
7.154586 257.697923 688.260200 54.041877 
7.160889 256.583222 689.201876 54.214902 
7.167174 255.475019 690.137316 54.387665 
7.173441 254.373249 691.066581 54.560170 
7.179690 253.277848 691.989731 54.732421 
7.185921 252.188755 692.906824 54.904421 
7.192135 251.105907 693.817920 55.076173 
7.198332 250.029246 694.723074 55.247680 
7.204512 248.958711 695.622344 55.418945 
7.210675 247.894244 696.515783 55.589972 
7.216821 246.835789 697.403447 55.760764 
7.222952 245.783289 698.285388 55.931323 
7.229066 244.736689 699.161660 56.101652 
7.235164 243.695934 700.032313 56.271754 
7.241246 242.660971 700.897398 56.441631 
7.247313 241.631747 701.756966 56.611288 
7.253364 240.608210 702.611065 56.780725 
7.259400 239.590309 703.459745 56.949946 
7.265422 238.577995 704.303052 57.118954 
7.271428 237.571216 705.141033 57.287750 
7.277419 236.569926 705.973736 57.456338 
7.283397 235.574076 706.801204 57.624720 
7.289359 234.583618 707.623484 57.792897 
7.295308 233.598507 708.440620 57.960874 
7.301242 232.618695 709.252654 58.128651 
7.307163 231.644139 710.059630 58.296231 
7.313070 230.674794 710.861590 58.463616 
7.318963 229.710615 711.658576 58.630809 
7.324843 228.751560 712.450629 58.797811 
7.330710 227.797586 713.237789 58.964625 
7.336563 226.848651 714.020097 59.131253 
7.342404 225.904713 714.797591 59.297696 
7.348232 224.965732 715.570310 59.463958 
7.354047 224.031668 716.338293 59.630039 
7.359849 223.102480 717.101578 59.795942 
7.365639 222.178130 717.860201 59.961668 
7.371417 221.258580 718.614200 60.127220 
7.377182 220.343790 719.363611 60.292600 
7.382936 219.433723 720.108469 60.457808 
7.388677 218.528343 720.848810 60.622848 
7.394407 217.627612 721.584668 60.787720 
7.400125 216.731495 722.316079 60.952426 
7.405831 215.839955 723.043076 61.116969 
7.411526 214.952958 723.765692 61.281349 
7.417210 214.070469 724.483961 61.445569 
7.422882 213.192454 725.197916 61.609630 
7.428543 212.318878 725.907588 61.773534 
7.434194 211.449709 726.613009 61.937282 
7.439833 210.584913 727.314211 62.100876 
7.445462 209.724458 728.011226 62.264317 
7.451080 208.868311 728.704083 62.427606 
7.456687 208.016441 729.392813 62.590747 
7.462284 207.168816 730.077446 62.753739 
7.467871 206.325405 730.758012 62.916584 
7.473447 205.486177 731.434539 63.079283 
7.479013 204.651103 732.107058 63.241839 
7.484569 203.820152 732.775595 63.404252 
7.490115 202.993295 733.440181 63.566524 
7.495651 202.170502 734.100842 63.728656 
7.501178 201.351745 734.757606 63.890650 
7.506695 200.536994 735.410500 64.052506 
7.512202 199.726222 736.059552 64.214226 
7.517699 198.919401 736.704787 64.375812 
7.523188 198.116503 737.346233 64.537263 
7.528666 197.317501 737.983916 64.698583 
7.534136 196.522368 738.617860 64.859772 
7.539596 195.731077 739.248093 65.020830 
7.545048 194.943602 739.874638 65.181760 
7.550490 194.159916 740.497521 65.342563 
7.555924 193.379995 741.116766 65.503239 
7.561348 192.603812 741.732399 65.663790 
7.566764 191.831341 742.344442 65.824217 
7.572171 191.062559 742.952920 65.984520 
7.577570 190.297441 743.557857 66.144702 
7.582960 189.535961 744.159276 66.304763 
7.588341 188.778096 744.757199 66.464704 
7.593715 188.023822 745.351651 66.624527 
7.599079 187.273116 745.942653 66.784231 
7.604436 186.525952 746.530228 66.943819 
7.609785 185.782310 747.114399 67.103291 
7.615125 185.042165 747.695186 67.262649 
7.620458 184.305495 748.272613 67.421893 
7.625782 183.572277 748.846700 67.581024 
7.631099 182.842489 749.417468 67.740043 
7.636407 182.116110 749.984939 67.898951 
7.641709 181.393116 750.549134 68.057749 
7.647002 180.673488 751.110074 68.216439 
7.652288 179.957202 751.667778 68.375020 
7.657566 179.244239 752.222267 68.533494 
7.662837 178.534577 752.773562 68.691861 
7.668100 177.828195 753.321682 68.850124 
7.673356 177.125073 753.866646 69.008281 
7.678605 176.425190 754.408475 69.166335 
7.683846 175.728527 754.947187 69.324286 
7.689080 175.035063 755.482802 69.482135 
7.694307 174.344779 756.015338 69.639882 
7.699528 173.657655 756.544815 69.797530 
7.704741 172.973671 757.071251 69.955077 
7.709947 172.292809 757.594665 70.112526 
7.715146 171.615049 758.115074 70.269877 
7.720339 170.940372 758.632497 70.427130 
7.725524 170.268761 759.146952 70.584287 
7.730703 169.600195 759.658457 70.741349 
7.735875 168.934657 760.167028 70.898315 
7.741041 168.272129 760.672684 71.055187 
7.746200 167.612593 761.175442 71.211965 
7.751353 166.956031 761.675318 71.368651 
7.756499 166.302424 762.172331 71.525245 
7.761639 165.651757 762.666496 71.681747 
7.766772 165.004010 763.157831 71.838159 
7.771899 164.359168 763.646352 71.994480 
7.777020 163.717212 764.132075 72.150712 
7.782135 163.078127 764.615017 72.306856 
7.787244 162.441895 765.095193 72.462912 
7.792346 161.808499 765.572620 72.618881 
7.797442 161.177924 766.047314 72.774762 
7.802533 160.550152 766.519289 72.930558 
7.807617 159.925169 766.988563 73.086269 
7.812696 159.302956 767.455149 73.241895 
7.817768 158.683500 767.919064 73.397437 
7.822835 158.066783 768.380322 73.552895 
7.827896 157.452790 768.838940 73.708270 
7.832951 156.841506 769.294930 73.863564 
7.838001 156.232915 769.748309 74.018775 
7.843045 155.627003 770.199091 74.173906 
7.848083 155.023753 770.647291 74.328956 
7.853116 154.423151 771.092922 74.483926 
7.858143 153.825182 771.536000 74.638817 
7.863165 153.229832 771.976539 74.793630 
7.868181 152.637085 772.414552 74.948364 
7.873192 152.046927 772.850053 75.103020 
7.878198 151.459344 773.283057 75.257600 
7.883198 150.874321 773.713577 75.412103 
7.888193 150.291844 774.141626 75.566530 
7.893183 149.711900 774.567219 75.720881 
7.898168 149.134473 774.990369 75.875158 
7.903147 148.559551 775.411089 76.029360 
7.908122 147.987120 775.829392 76.183488 
7.913091 147.417166 776.245291 76.337544 
7.918055 146.849675 776.658799 76.491526 
7.923014 146.284634 777.069930 76.645436 
7.927968 145.722030 777.478696 76.799274 
7.932918 145.161850 777.885109 76.953041 
7.937862 144.604080 778.289183 77.106737 
7.942802 144.048708 778.690930 77.260362 
7.947736 143.495720 779.090362 77.413918 
7.952666 142.945104 779.487491 77.567405 
7.957592 142.396847 779.882331 77.720822 
7.962512 141.850937 780.274892 77.874171 
7.967428 141.307361 780.665187 78.027452 
7.972339 140.766107 781.053228 78.180665 
7.977245 140.227161 781.439027 78.333812 
7.982147 139.690513 781.822596 78.486891 
7.987045 139.156150 782.203946 78.639905 
7.991938 138.624059 782.583088 78.792852 
7.996826 138.094230 782.960035 78.945735 
8.001710 137.566649 783.334798 79.098552 
8.006589 137.041306 783.707388 79.251305 
8.011464 136.518189 784.077817 79.403994 
8.016335 135.997285 784.446095 79.556620 
8.021202 135.478584 784.812234 79.709182 
8.026064 134.962074 785.176244 79.861681 
8.030921 134.447744 785.538138 80.014118 
8.035775 133.935582 785.897925 80.166493 
8.040624 133.425577 786.255616 80.318807 
8.045470 132.917718 786.611222 80.471059 
8.050311 132.411995 786.964755 80.623251 
8.055148 131.908395 787.316223 80.775382 
8.059980 131.406909 787.665638 80.927453 
8.064809 130.907525 788.013011 81.079464 
8.069634 130.410233 788.358351 81.231416 
8.074455 129.915022 788.701668 81.383310 
8.079271 129.421881 789.042974 81.535145 
8.084084 128.930801 789.382278 81.686921 
8.088893 128.441770 789.719590 81.838640 
8.093698 127.954778 790.054921 81.990302 
8.098499 127.469815 790.388279 82.141906 
8.103297 126.986870 790.719676 82.293454 
8.108090 126.505935 791.049120 82.444946 
8.112880 126.026998 791.376621 82.596381 
8.117666 125.550049 791.702190 82.747761 
8.122448 125.075079 792.025836 82.899085 
8.127226 124.602077 792.347568 83.050355 
8.132001 124.131035 792.667395 83.201570 
8.136772 123.661941 792.985328 83.352731 
8.141540 123.194787 793.301375 83.503838 
8.146303 122.729563 793.615546 83.654891 
8.151064 122.266259 793.927850 83.805891 
8.155820 121.804866 794.238296 83.956838 
8.160574 121.345375 794.546893 84.107732 
8.165323 120.887775 794.853651 84.258574 
8.170069 120.432059 795.158577 84.409364 
8.174812 119.978216 795.461682 84.560102 
8.179551 119.526237 795.762974 84.710789 
8.184287 119.076114 796.062461 84.861425 
8.189020 118.627837 796.360153 85.012010 
8.193749 118.181397 796.656059 85.162544 
8.198474 117.736785 796.950186 85.313029 
8.203197 117.293993 797.242543 85.463463 
8.207916 116.853012 797.533140 85.613848 
8.212632 116.413832 797.821983 85.764184 
8.217344 115.976446 798.109083 85.914471 
8.222053 115.540844 798.394447 86.064709 
8.226759 115.107018 798.678083 86.214899 
8.231462 114.674960 798.960000 86.365040 
8.236162 114.244660 799.240206 86.515134 
8.240859 113.816111 799.518709 86.665180 
8.245552 113.389304 799.795517 86.815179 
8.250242 112.964231 800.070639 86.965130 
8.254929 112.540883 800.344081 87.115035 
8.259614 112.119253 800.615853 87.264894 
8.264295 111.699331 800.885962 87.414706 
8.268973 111.281111 801.154416 87.564473 
8.273648 110.864584 801.421223 87.714194 
8.278320 110.449741 801.686390 87.863869 
8.282989 110.036576 801.949925 88.013499 
8.287655 109.625080 802.211836 88.163084 
8.292318 109.215244 802.472130 88.312625 
8.296978 108.807063 802.730816 88.462121 
8.301636 108.400526 802.987900 88.611574 
8.306290 107.995628 803.243390 88.760982 
8.310942 107.592360 803.497294 88.910347 
8.315591 107.190714 803.749618 89.059668 
8.320237 106.790683 804.000371 89.208946 
8.324880 106.392260 804.249559 89.358181 
8.329520 105.995437 804.497189 89.507374 
8.334158 105.600206 804.743270 89.656524 
8.338793 105.206560 804.987808 89.805632 
8.343425 104.814492 805.230810 89.954698 
8.348054 104.423995 805.472283 90.103722 
8.352681 104.035060 805.712235 90.252705 
8.357305 103.647682 805.950672 90.401646 
8.361927 103.261852 806.187601 90.550547 
8.366545 102.877564 806.423030 90.699406 
8.371161 102.494810 806.656964 90.848226 
8.375775 102.113584 806.889412 90.997004 
8.380386 101.733878 807.120379 91.145743 
8.384994 101.355686 807.349873 91.294442 
8.389600 100.979000 807.577900 91.443101 
8.394204 100.603814 807.804466 91.591720 
8.398804 100.230120 808.029580 91.740300 
8.403403 99.857912 808.253246 91.888842 
8.407998 99.487184 808.475472 92.037344 
8.412592 99.117928 808.696264 92.185808 
8.417183 98.750138 808.915629 92.334233 
8.421771 98.383806 809.133573 92.482620 
8.426357 98.018928 809.350103 92.630969 
8.430941 97.655495 809.565225 92.779281 
8.435522 97.293501 809.778944 92.927554 
8.440101 96.932941 809.991269 93.075791 
8.444677 96.573806 810.202204 93.223990 
8.449251 96.216092 810.411756 93.372152 
8.453823 95.859791 810.619932 93.520277 
8.458392 95.504897 810.826737 93.668366 
8.462959 95.151404 811.032178 93.816418 
8.467524 94.799306 811.236260 93.964434 
8.472087 94.448596 811.438990 94.112414 
8.476647 94.099268 811.640374 94.260358 
8.481205 93.751316 811.840417 94.408267 
8.485761 93.404734 812.039126 94.556140 
8.490315 93.059515 812.236507 94.703977 
8.494866 92.715654 812.432566 94.851780 
8.499415 92.373145 812.627308 94.999548 
8.503963 92.031981 812.820739 95.147281 
8.508507 91.692156 813.012865 95.294979 
8.513050 91.353665 813.203692 95.442643 
8.517591 91.016502 813.393225 95.590273 
8.522129 90.680660 813.581471 95.737869 
8.526666 90.346135 813.768434 95.885431 
8.531200 90.012920 813.954121 96.032959 
8.535732 89.681008 814.138537 96.180454 
8.540263 89.350396 814.321688 96.327916 
8.544791 89.021076 814.503580 96.475344 
8.549317 88.693044 814.684217 96.622740 
8.553841 88.366293 814.863605 96.770102 
8.558363 88.040818 815.041750 96.917432 
8.562883 87.716613 815.218657 97.064730 
8.567401 87.393673 815.394332 97.211995 
8.571917 87.071992 815.568780 97.359228 
8.576431 86.751565 815.742006 97.506429 
8.580944 86.432386 815.914016 97.653598 
8.585454 86.114450 816.084815 97.800736 
8.589962 85.797751 816.254407 97.947842 
8.594469 85.482284 816.422800 98.094916 
8.598973 85.168044 816.589997 98.241960 
8.603476 84.855024 816.756003 98.388972 
8.607977 84.543221 816.920825 98.535954 
8.612476 84.232629 817.084466 98.682905 
8.616973 83.923242 817.246933 98.829825 
8.621468 83.615055 817.408230 98.976715 
8.625962 83.308063 817.568363 99.123575 
8.630453 83.002261 817.727335 99.270404 
8.634943 82.697643 817.885153 99.417204 
8.639431 82.394205 818.041821 99.563974 
8.643917 82.091942 818.197344 99.710714 
8.648402 81.790848 818.351728 99.857424 
8.652885 81.490918 818.504976 100.004106 
8.657366 81.192148 818.657094 100.150758 
8.661845 80.894533 818.808087 100.297380 
8.666322 80.598066 818.957959 100.443974 
8.670798 80.302745 819.106716 100.590540 
8.675272 80.008563 819.254361 100.737076 
8.679745 79.715515 819.400901 100.883584 
8.684216 79.423598 819.546339 101.030064 
8.688685 79.132805 819.690680 101.176515 
8.693152 78.843133 819.833928 101.322938 
8.697618 78.554577 819.976090 101.469334 
8.702082 78.267131 820.117168 101.615701 
8.706545 77.980791 820.257168 101.762041 
8.711006 77.695553 820.396094 101.908353 
8.715465 77.411411 820.533952 102.054638 
8.719923 77.128361 820.670744 102.200895 
8.724379 76.846398 820.806476 102.347126 
8.728833 76.565518 820.941153 102.493329 
8.733286 76.285716 821.074778 102.639505 
8.737738 76.006988 821.207357 102.785655 
8.742188 75.729329 821.338893 102.931778 
8.746636 75.452734 821.469391 103.077874 
8.751083 75.177200 821.598856 103.223944 
8.755529 74.902721 821.727291 103.369988 
8.759973 74.629293 821.854701 103.516006 
8.764415 74.356912 821.981091 103.661997 
8.768856 74.085573 822.106464 103.807963 
8.773295 73.815271 822.230826 103.953903 
8.777733 73.546004 822.354179 104.099817 
8.782170 73.277765 822.476529 104.245706 
8.786605 73.010552 822.597879 104.391569 
8.791039 72.744359 822.718234 104.537407 
8.795471 72.479182 822.837597 104.683220 
8.799902 72.215018 822.955974 104.829008 
8.804331 71.951861 823.073368 104.974771 
8.808759 71.689708 823.189783 105.120509 
8.813186 71.428554 823.305223 105.266223 
8.817611 71.168395 823.419693 105.411911 
8.822035 70.909228 823.533196 105.557576 
8.826457 70.651047 823.645737 105.703216 
8.830879 70.393850 823.757319 105.848832 
8.835298 70.137631 823.867946 105.994423 
8.839717 69.882387 823.977622 106.139991 
8.844134 69.628113 824.086352 106.285535 
8.848550 69.374806 824.194139 106.431054 
8.852965 69.122462 824.300987 106.576551 
8.857378 68.871076 824.406900 106.722023 
8.861790 68.620645 824.511882 106.867472 
8.866201 68.371165 824.615937 107.012898 
8.870610 68.122631 824.719068 107.158301 
8.875018 67.875041 824.821279 107.303680 
8.879425 67.628389 824.922574 107.449037 
8.883831 67.382672 825.022958 107.594370 
8.888235 67.137887 825.122433 107.739681 
8.892639 66.894029 825.221003 107.884969 
8.897041 66.651094 825.318672 108.030234 
8.901441 66.409079 825.415444 108.175477 
8.905841 66.167981 825.511322 108.320697 
8.910239 65.927794 825.606311 108.465895 
8.914637 65.688516 825.700413 108.611071 
8.919033 65.450143 825.793633 108.756225 
8.923428 65.212670 825.885973 108.901356 
8.927821 64.976096 825.977438 109.046466 
8.932214 64.740414 826.068032 109.191554 
8.936605 64.505623 826.157757 109.336620 
8.940995 64.271718 826.246617 109.481665 
8.945385 64.038696 826.334616 109.626688 
